IDs,Symbols,Mouse_FA_PE,Mouse_FA_E1_R1,Mouse_FA_E1_R2,Mouse_FA_E1_R3,Mouse_FA_E1_R4,Mouse_FA_E2_R1,Mouse_FA_E2_R2,Mouse_FA_E2_R3,Mouse_FA_E2_R4,Mouse_FA_E6_R1,Mouse_FA_E6_R2,Mouse_FA_E6_R3,Mouse_FA_E11_R1,Mouse_FA_E11_R2,Mouse_FA_E11_R3,Mouse_WT_PE,Mouse_WT_E1_R1,Mouse_WT_E1_R2,Mouse_WT_E1_R3,Mouse_WT_E1_R4,Mouse_WT_E2_R1,Mouse_WT_E2_R2,Mouse_WT_E2_R3,Mouse_WT_E2_R4,Mouse_WT_E6_R1,Mouse_WT_E6_R2,Mouse_WT_E6_R3,Mouse_WT_E6_R4,Mouse_WT_E11_R1,Mouse_WT_E11_R2,Mouse_WT_E11_R3,Mouse_WT_E11_R4
20450,St8sia2,0.029258,0.0297155,0,0.110985,0,0.0161954,0,0,0,0,0,0,0,0,0,0,0,0.00961513,0.016514,0,0,0,0,0.0838011,0,0.0211604,0,0,0,0,0,0
20451,St8sia3,0.0165648,0,0,0,0,0,0,0,0.0138223,0,0,0,0.0106157,0.0087449,0,0,0,0,0.0351003,0,0.00763223,0,0,0.00791211,0.00887355,0,0,0.00876936,0,0.0283713,0,0
20452,St8sia4,0,0.0451878,0.036482,0,0,0.073528,0,0.303238269,0.00802808,0.828295,7.63206,1.057511,0.9571356,10.24771,7.0362855,0,0.0406698,0,0.00819602,0.00876557,0,0,0,0.00924234,0.2363032,0.0482733,0,0,0.330668,0.518194,5.59537,0.101922
20454,St3gal5,6.73271,8.350528,20.354678,17.72774,18.13924,25.00893,10.788979,12.421925,15.900804,17.436965,29.24286,5.946521,12.026416,19.04751,10.612096,0.742736,1.97653,1.949817,1.28204,2.73744,2.705744,0.337224,1.19095,0.8897328,6.53725,4.903887,1.676328,2.339142,11.2253,19.29544,18.89162,14.439665
20459,Ptk6,1.81772,1.028917,1.260969,0.184423006,0.202917,0.09134221,0.062109,0.148362002,0.381401,0,0.030486701,0,0,0.036264607,0,7.752033,4.906351,8.099543,8.28506,3.950034,3.52746,17.28372,3.112309,1.08804,0.336459,0.67499,1.23485,1.409268,0.072141209,0.156657017,0.381608189,0.440949008
20460,Stil,7.404858001,10.67899,6.9158,9.264763,7.223508,4.948768,4.142177,7.967178,7.064342,4.86584,3.860069,6.882764,10.415899,9.910392375,11.975187,13.4032,5.422139,12.7627017,10.71108802,9.338293,10.2232374,15.720614,10.449683,6.500832,8.662399,9.333127,9.72886,11.786616,7.293813,12.99433,14.575348,9.721339
20462,Tra2b,80.40897,65.8039,71.3968,134.95298,123.80825,55.1292,53.94593,115.53187,111.19131,47.6658,73.011,42.32811,86.7751,112.93824,82.2756,59.0979,41.9968,93.1415,81.4185,41.49213,102.00426,91.50076,93.758,65.32271,168.1063,124.3212,129.5721,174.4971,136.7774,129.79387,92.77448,77.91088
20463,Cox7a2l,311.980181,233.48815,224.34534,148.997,149.083801,229.0115,224.267041,169.339095,139.936712,231.676809,247.499864,251.289164,132.40456,121.29316,169.192469,247.622691,269.8819,137.779874,180.73023,246.704786,127.334599,136.493045,129.425523,179.588087,162.433093,164.03039,165.008704,113.98111,190.819802,170.195324,200.462438,150.33329
20464,Sim1,0,0,0.0175303,0,0.0224953,0,0,0.0297396,0.00768236,0.00858887,0,0.0167465,0.00900486,0.0108032,0,0,0,0.0138543,0,0,0,0,0,0,0.0170139,0,0,0.00762434,0,0.00903095,0,0.00651043
20465,Sim2,0.19071,0.04474129,0.02416059,0.03341047,0.0155204,0.012184147,0.02336061,0,0,0.129237,0.01492886,0,0.09387085,0.01547894,0.3280845,0,0.0806576,0.014471842,0.01242087,0.03983185,0.02710325,0.286267,0.04602809,0.04206511,0,0.0768959,0.12188782,0.0461163,0,0,0,0.03863717
20466,Sin3a,37.93681,41.37383,26.81455,28.7546,26.94004,21.79469,18.83176,22.75248,18.41098,27.99157,14.70764,27.0498799,28.78446,32.8124,28.58477,38.47382,21.5414,31.4989,26.57644,26.92155,24.679,25.94217,28.70929,17.87966,18.5502,24.3638,28.85541,22.37105082,16.66533,29.77897,28.45516,22.22697
20467,Sin3b,167.9070868,206.44603,169.872402,132.186679,155.439873,160.996388,158.782757,213.55573,123.80457,135.28849,283.642448,216.470367,151.33754,175.899486,193.894544,156.509383,211.975479,183.412339,190.55093,190.7535753,200.060493,185.394714,236.842389,272.9744,211.12852,168.831532,179.070079,195.17793,194.74535,327.27468,326.88763,258.70704
20469,Sipa1,19.537617,39.162485,22.440274,32.95542,35.539709,29.99593,20.749055,30.33188,21.950168,66.788302,30.002666,36.145619,75.422567,58.637182,59.1542172,28.443779,21.324371,36.3874,35.128978,46.768708,35.5175139,43.17357,42.67606,24.874552,25.38344,32.882071,36.552559,18.086495,32.79209,47.4266,49.27471,35.23874
20471,Six1,0.464969,0,0.111252,0.0219806,0.510354,0.112191,0.0307092,1.11224,0.144063,0.0851501,0.0590074,0,0,0.142472,0.0178109,0.059369,0.0177228,0.152329,0.261367,0.0349033,0.214275,0,0.0403109,0.0553723,3.46704,1.32107,0.0401286,0.202495,7.19333,3.91514,3.077,12.4548
20472,Six2,0.17085,0.239392,0,0.0833862,0.353587,0.252754,0.025737,0.0807204,0.146965,0.462784,0.118885,0.164203,0.248312,0.308855,0.289367,0.166429,0.0651839,0.0601803,0.097298,0.0493633,0.0337231,0.211875,0.0694255,0.0973775,0.275557,0.392689,0.0743079,0.209209,0.408849,0.252683,0.239713,0.444812
20473,Six3,0.175521,0.036886,0.0962798,0.084133,0.141185,0.0367092,0.1061164,0.1228619,0.0395508,0.0414214,0.1686887,0.1005033,0,0,0.0917779,0.103352,0.0501729,0.17181,0.1149763,0.0435281,0.0310975,0.0838644,0.109049,0.1432406,0.0971867,0.097178,0.1824674,0.0865437,0.0349361,0.0805697,0.1767603,0.313109
20474,Six4,1.8611423,2.260580039,2.970137,2.429327,2.861394,4.769864,3.07143,1.82421,1.773745,0.97109,2.678102,1.1981,0.904701,3.918354,0.112583,8.15108,3.080347,4.56823,2.10512,1.11128,2.29573,1.093011,1.2138829,0.29635,2.206534,2.195498,1.806758,2.930638,2.860267,4.77682,4.92855,8.42537
20475,Six5,5.57093,3.86128,2.82461,4.23568,4.68799,3.85659,1.4871,3.82147,2.58911,11.9876,6.18612,5.94526,9.68106,6.68581,4.41024,1.64001,1.85801,1.1407,1.7615,1.6205,2.92386,3.57777,2.03257,2.13774,4.18286,3.24521,3.14519,2.91139,4.72469,6.74206,6.2928,6.20928
20476,Six6,0.0265952,0.162045,0.142785,0.211621,0.15478,0.265729,0.232593,0.124064,0.297945,0.131978,0.135842,0.284754,0.221717,0.168298,0.281431,0.02725,0.0854971,0.0392852,0,0,0.0612838,0.0289123,0,0.0253715,0.142102,0.0576549,0.0826921,0.153119,0.0839785,0.121632,0.0881089,0.21234
20479,Vps4b,64.3298,50.0034,41.7922,58.0388,43.1979,41.0602,30.2728,39.7856,33.7476,54.5312,36.2794,38.9138,47.209,43.9176,45.7538,44.0837,42.8897,46.9419,46.0657,33.5689,46.0211,53.2915,52.1439,55.6343,33.7458,42.3373,48.7482,43.8212,30.5958,43.5693,41.0101,34.2205
20480,Clpb,42.34034,43.149374,30.567874,32.160777,26.132371,36.34467,37.424184,29.057872,18.8808484,33.50599,21.24519,58.105952,37.5062315,34.55724,51.19715,60.94347,56.8856,47.415936,41.01333,57.6256454,46.937888,47.1767718,39.2887,31.8983801,33.000394,37.908584,41.460216,33.744802,32.931505,41.304243,37.696929,23.8196741
20481,Ski,38.112,36.0134,21.836,38.1933,31.9911,29.5141,25.9495,30.9611,14.9815,62.5698,15.7955,44.2457,41.3268,43.3153,49.012,28.4109,31.0212,22.6197,22.1594,19.5341,24.6891,28.9525,32.2614,25.2074,23.1097,24.1515,33.7652,28.078,22.8296,61.2986,32.8853,18.9104
20482,Skil,30.384128,34.354465,25.422532,26.75371,18.604305,22.330916,15.194243,18.92316,14.3012772,11.0892802,13.5363134,12.6004856,13.19153,17.052154,16.75983,30.948102,28.850442,33.671455,28.089506,13.6715964,23.04746,31.544568,31.190808,26.654481,23.639168,20.54419,27.0765679,29.905545,19.065837,30.652503,23.495887,12.864579
20491,Sla,0.139418,2.3987407,0.221047,0.895296,0.202805,0.525437,0,0.682464,0.1272171,0,0.05860863,0,0.0490218,0,0.05307097,0.0890946,0,0.01891319,0,0.125717,0.03547157,0,0.100121,0,0.02049766,0,0,0.04022359,0,0,0,0
20492,Slbp,29.088382,48.682366,40.273862,68.409263,60.679095,30.88691,29.332287,80.36909,58.996423,37.628935,49.079742,39.186016,66.644358,78.214975,55.6957,24.129427,18.252747,36.335342,43.499958,27.307191,54.000885,60.885607,47.6011,43.09619,105.604345,81.370742,61.195643,87.14233,67.56532,124.585769,89.090247,46.625436
20493,Slc10a1,0.143213,0.252944,0.283654,0.3297572,0,0.2545294,0.23784,0.0342018,0.434657,0.2611185,0.0363302,0.4733019,0.2823839,0.401183,0.358631,0.398977,0.341293,0.0796306,0.2290248,0.2127189,0.0329941,0.37364,0.292647,0.2197043,0.423444,0.0877879,0.1550159,0.587774,0.445181,0.3747656,0.8467,0.677504
20494,Slc10a2,0.0413023,0,0,0.125259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351225,0.040272,0,0,0.0870347,0.0343471,0,0.0451421,0.225446
20495,Slc12a1,0,0.011653632,0.113316302,0.235008744,0.242660432,0.48576641,0.520704928,0.466243408,0.418577724,0.291171155,0.990845965,0.464658138,0.895846196,0.758027222,0.200746527,0.03531753,0,0,0,0.0337301,0.01058073,0,0,0.010955314,0.130378707,0,0,0,0.515479446,0.400173018,0.189277302,1.00658243
20496,Slc12a2,58.3439,20.1004,10.2288,21.972,17.4668,7.83799,5.05847,27.3297,8.96479,15.0025,8.77224,17.5214,22.3507,22.9714,54.3087,26.0986,44.7172,40.2387,32.6997,20.1446,32.1035,40.767,55.7599,39.2107,34.0244,51.2258,46.3336,64.2776,22.3812,50.8392,17.2583,11.1188
20497,Slc12a3,0.0941683,0.0375893,0.08799431,0.0982567,0.0782606,0.153595,0.0196392,0.0835456,0.153406,0.0272175,0.19224219,0.0440752,0.0963436,0.039035,0.113608,0.0506186,0.0792514,0.0243206,0.0730792,0.10417347,0.05315507,0.0536245,0.10750631,0.13351141,0.158291,0.10707,0.0640493,0.18551335,0.121905,0.16857,0.135647,0.216435
20498,Slc12a4,16.223761,38.940518,24.352373,31.792185,33.15251,37.162364,25.58716,55.372735,26.470628,134.986149,32.906476,67.48767,84.157412,69.825496,99.201621,36.42382,39.958273,48.899931,45.792752,52.52025,52.99129,66.777652,64.31132,55.840174,41.387299,51.944264,42.535991,45.180921,43.88994,80.205041,79.017658,48.93465
20499,Slc12a7,20.707556,15.489841,7.192048,14.176874,10.69389,6.136972,5.117287006,11.9212206,5.560396,6.1943723,4.0267982,10.359823,8.959212234,8.245561,9.5624758,17.8300386,18.26485873,16.590408,12.58803445,12.75349,23.1061376,21.696996,30.204445,33.635137,17.669616,20.048387,32.10926,39.16671,8.5206012,27.676378,11.563764,9.66207
20500,Slc13a2,0,0,0.0213395,0,0,0,0.0205933,0,0,0,0,0,0,0,0,0,0,0.0255713,0,0,0,0,0,0.0248041,0.0553838,0.0281767,0.026981,0,0,0,0,0
20501,Slc16a1,35.6465,41.7531,38.9245,60.656,42.1001,54.6632,35.9368,97.6524,58.2482,137.84,94.4373,88.4681,194.853,209.123,128.771,55.7807,27.1266,65.9651,53.5546,16.5956,68.0099,64.5264,44.63,23.8091,65.0945,56.4564,65.4715,80.8992,134.364,132.202,78.9713,54.6713
20502,Slc16a2,4.65484,5.96045,4.51278,9.33039,7.8706,3.77535,2.37608,11.0527,7.32893,4.57917,3.89343,1.32748,9.83569,15.6077,2.17129,3.54837,3.0925,7.88103,4.90079,5.70318,9.66843,6.82458,4.05979,1.78624,13.5077,6.39452,2.97722,7.65715,7.98748,15.9175,9.49506,6.36162
20503,Slc16a7,0.0246981,0,0.019822,0.0279746,0,0,0.0195204,0,0,0,0,0,0,0,0,0.0251606,0.0225497,0,0,0,0,0,0.0256046,0,0,0,0,0,0,0,0,0
20504,Slc17a1,0,0,0,0,0,0.0244989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20505,Slc34a1,0.0710568,0.0799254,0,0,0,0,0,0,0,0,0,0.0934914,0,0.0275782,0,0.0181604,0.178859,0.025827,0.0599544,0.176172,0.0327461,0.1148316,0.272744,0,0.0757449,0.0192347,0.0272523,0.0371393,0,0,0,0
20508,Slc18a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20509,Slc19a1,16.5553,12.857033,13.81582,31.965846,16.642702,10.179299,8.158643,14.236406,15.65118,10.335012,6.057844,10.497966,16.580035,18.329642,23.962813,16.316148,6.921167,20.697471,16.843565,9.792554,18.951694,24.043713,13.059179,6.399085,36.3511,22.78657,24.230742,38.15005,14.355422,10.788884,5.11315,4.357874
20510,Slc1a1,5.278134,0.354106312,0.2316609,0.2848438,0.153328,0.0643264,0.0500413,0.104999,0.0646531,0.0345787,0.0161079,0.0184569,0,0.0163433,0.08577,0.418346,0.4799029,2.110115,1.845565,0.8085936,0.631679,0.563463,0.495949,0.0150547,0.265051,0.172921,0.2132876,0.2777204,0,0.0353046,0.0170389,0.166337
20511,Slc1a2,0.0191612,0.0660502,0.0267302,0.0305393,0.00491295,0.00798674,0.0383998,0.1012147,0.0666831,0.124164,0.016339,0.0184248,0.0819372,0.035835,0.00435441,0.0291546,0.049825502,0.0282069,0.0236053,0.0223781,0.0131274,0.025362,0.00977707,0.0444447,0.0504323,0.0100663,0.0193351,0.0783378,0.0167371,0.0492165,0.0255446,0.0386199
20512,Slc1a3,0.630895,0.2160744,0.400129,0.3466102,0.184149,0.2998534,0.304106,0.2075765,0.7641894,0.306891,0.4885643,0.414948,0.310634,0.8452422,0.290728,0.2357641,0.2133526,0.3344531,0.366804,0.3714441,0.1103311,0.307423,0.325985,0.20034,0.7968648,0.459128,0.420404,1.459237,0.5961568,0.397209,0.612134,1.44023
20513,Slc1a6,0,0,0,0,0,0,0,0,0.0226919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20514,Slc1a5,27.5803,18.0307,13.4763,23.3095,16.7168,9.0875,5.88837,19.9059,18.1353,20.2112,15.03,18.8498,29.9428,26.7497,35.4903,55.4221,29.1916,36.3382,41.8566,33.5167,35.7323,43.3695,30.9982,25.7933,36.0649,51.7591,51.3388,41.2751,31.7276,20.9307,18.6742,11.242
20515,Slc20a1,115.093856,82.128271,48.9415407,99.2632306,55.666169,39.969184,38.009407,80.98835,52.215762,32.480999,43.436183,71.516299,40.157805,71.537693,154.479628,136.291441,218.341254,153.065031,130.072767,110.456086,197.149135,204.923599,300.49968,302.865625,142.534359,161.948861,256.741897,321.63058,65.28156,138.0592406,62.83094,62.102193
20516,Slc20a2,35.1273,41.7568,23.3436,36.2742,31.2533,15.054,12.0122,33.1405,23.7133,41.2865,35.3244,27.0089,39.8689,51.2599,38.0645,32.0448,26.6978,37.6988,39.0804,17.3498,40.2858,68.3394,40.5443,57.9792,35.7068,39.097,48.0712,36.1868,25.2369,46.884,38.7804,21.2183
20517,Slc22a1,0,0.0588398,0.0237929,0.0987547,0,0.0479743,0.0229494,0.0490032,0,0,0.0295375,0.103191,0.110555,0.0913042,0.0267163,0.177493,0,0.142569,0.0244378,0,0,0.0317458,0.0601678,0.0276669,0.0308671,0,0,0.060789,0.0777463,0.0658706,0,0.0761263
20518,Slc22a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20519,Slc22a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01305,0,0,0,0,0,0,0,0,0,0,0,0,0
20520,Slc22a5,5.00204,3.44586,2.75967,3.57889,2.78572,2.1651,1.76045,2.63329,1.69083,1.94665,1.81334,2.02884,1.67853,2.55555,2.42945,2.66504,2.69242,4.07028,2.73458,2.17562,3.27918,2.50338,3.1857,3.72657,4.84348,3.78083,4.26924,5.4275,3.55619,4.13592,2.43272,1.94882
20521,Slc22a12,0.089445,0.0898789,0.0363388,0,0.139628,0.365366,0.0348816,0.3519,0.0366791,0.0662025,0.0452609,0.0523827,0,0.0520178,0.122611,0.0449974,0.080868,0.217348,0.0586799,0.215114,0,0.146581,0.273769,0.169193,0.569055,0.144662,0.235018,0.140395,0.3947,0.603079,0.483937,0.582884
20522,Slc23a1,0.333493,0.911883,0.490185,0.422535,0.921542,0.542801,0.257962,0.677459,0.493222,0.124583,0.433019,0.418829,0.802478,0.81767,0.445437,0.937348,1.05939,1.38398,0.681001,0.673742,0.271246,0.48626,0.716551,0.725095,0.970369,0.709268,0.693957,0.857124,0.950572,0.912086,1.10504,1.74367
20523,Slc25a14,4.617555,2.941698,3.93097,4.350463,6.11939,3.431656,2.993946218,7.0839,8.357962,3.2598268,9.266661,1.217449494,4.785549,6.899482,3.5508912,1.803634673,2.33805,3.896865,3.40806,2.055778,3.433033,4.688002,4.919947378,7.929545,9.03225,8.696887,6.739896,6.80001,8.177051,9.22476,7.579595,4.71618
20524,Slc25a17,75.245,37.8783,53.2969,48.0477,52.9678,36.0315,40.3213,45.8074,54.3287,36.4889,55.502,40.6722,39.8025,45.8385,39.6992,40.7527,40.1483,42.9533,45.9167,35.1809,45.0666,34.0946,42.7707,35.0798,38.8114,37.9418,36.9678,43.0076,56.1784,38.1535,40.0988,47.8684
20525,Slc2a1,677.022,613.459,327.672,208.827,231.05,440.571,370.973,298.289,121.223,448.092,390.345,465.297,366.356,556.605,417.156,802.177,1030.88,521.826,504.111,384.273,535.665,636.621,768.259,704.903,216.802,384.646,544.116,343.769,346.322,440.687,551.807,506.007
20526,Slc2a2,0.0355978,0,0,0.0401828,0,0,0.0172111,0,0,0,0,0.077329,0.0276505,0.037114,0.0652937,0,0.0794915,0.0427066,0,0,0,0,0.0366416,0.0828145,0.0462727,0,0,0,0.0315998,0,0,0.0309739
20527,Slc2a3,12.701456,11.679088,0.1666493,0.3917487,0.443089,0.7125025,0.7843124,1.020983,0.408742,6.182454,12.144731,0.418645,30.810536,68.721842,2.3811009,29.206999,6.31159,0.50571,1.495148,0.4912659,0.5189516,0.822174,0.576189,0.222445,0.2040591,2.119724,0.910793,0.2638248,18.25383,2.154771,11.625658,79.09821
20528,Slc2a4,1.613488,0.361219,0.43191,0.461086,0.185707,0.210596,0.372398,0.181827,0.0660374,0.129074,0.218766,0.2711083,0.2902729,0.188966,0.111572,0.620009224,1.062732,2.142238,2.427801,2.381098,1.731365,0.642153,1.2195921,0.418814,0.352234901,0.4249,1.150832,1.301818001,0.11265,0.797077,0.460864,0.2472774
20529,Slc31a1,30.2864649,25.470323,28.746132,29.7676385,24.988382,28.184859,30.009055,24.417173,24.369125,40.219314,28.0901,28.0260224,32.715249,27.663758,35.354408,40.1348,28.155,32.2359,27.5239,18.7460785,22.1927901,30.6825,23.5111,18.402419,19.3685495,24.1559942,24.6173493,21.4206,18.0964367,25.810428,30.620947,17.578434
20530,Slc31a2,14.025055,10.636027,12.95249,10.531227,11.163945,9.291486,13.432352,8.25902,13.318547,17.18198,6.485593,8.650582,14.71963,5.46308,12.62283,6.887602,12.736821,14.311073,15.773779,11.960796,13.012645,18.82594,16.795458,18.521592,12.470211,16.0984,13.672561,15.110709,7.116245,5.282906,6.294228,4.612033
20531,Slc34a2,0.0893701,0.0518293,0.010498,0.0145152,0,0,0,0.032398,0,0.0703589,0.0129646,0.0303839,0.0816082,0,0.0469957,0.1351223,0.128781,0.0977562,0.111662,0,0.0306912,0,0.0133405,0.0121811,0.0352567,0,0.0396993,0.0400544,0.0114593,0,0,0
20532,Slc3a1,0.0510297,0.0258139,0.108465,0.0895428,0.196763,0.0444991,0,0.0441066,0.192585,0.363197,0,0.0303717,0.423492,0.0300183,0.0987218,0.0797905,0.0473957,0.16243,0,0.123031,0.0763214,0.0285854,0.0268566,0.127028,0.265126,0.0291385,0,0.166739,0.142696,0.349808,0,0.0229595
20533,Slc4a1,0,0.0236346,0,0,0,0.00965839,0,0.0492486,0,0.012837,0.0472844,0.013858,0,0.0245476,0.0214283,0.035812,0.0427152,0.0458781,0,0.0210591,0,0,0.0365177,0.0333275,0,0.0378682,0,0.0243491,0,0.0794973,0.102363,0
20534,Slc4a1ap,19.303492,23.83752936,18.207066,23.3337948,23.496025,17.413045,12.210975,24.902559,20.964474,34.195608,21.403274,25.587528,32.412886,38.068804,32.456935,16.197473,17.984267,24.91916951,23.48482,19.303272,24.72257686,27.291613,25.13986,24.618176,28.47453,33.156724,22.714588,25.871824,21.285907,36.941565,26.976501,19.2103103
20535,Slc4a2,21.946,20.8843,14.162,47.6504,35.3292,18.8085,12.7296,53.1468,29.7439,54.4049,20.1998,12.5253,69.5779,60.4229,35.6567,13.207,10.9862,23.1816,22.957,26.1457,33.7435,53.6897,32.2612,66.2372,43.3684,48.0654,33.4209,43.0268,28.2652,84.8777,30.8766,11.3212
20536,Slc4a3,1.429734,2.108861,1.861523,1.945932,2.91959,1.816387,0.7048,0.8553981,1.540853384,0.223925,0.0539686,0.2371056,0.2037707,0.0559948,0,1.681338,2.752635,1.431086,2.0383508,2.83667,2.011548,1.126199,2.620424,3.070861,2.317217,2.0539752,1.38317,1.917392,0.0595688,1.117223,0.230008014,0.946833
20537,Slc5a1,0.639736,0.497207,0.302098,0.154709,0.100624,0,0,0,0.0563551,0.0299927,0,0,0,0,0,1.05977,0.411763,1.43409,1.26555,0.491962,0.514384,0.532325,0.525944,0.0129842,0,0.0147527,0.112853,0.113867,0.012212,0,0,0
20538,Slc6a2,0.28328,0.165617,0.247172,0.185516,0.318075,0.214028,0.129868,0.15254,0.234821,0.0852717,0.0697259,0.0920073,0.0549542,0.13586,0.0316008,0.467377,0.0709793,0.913478,0.312437,0.0855052,1.89718,0.334946,0.161747,0.0573457,0.211431,0.289217,0.222457,0.395082,0.138994,0.176464,0.179435,0.2109
20539,Slc7a5,185.196,104.54368,55.6336,110.32462,77.24587,50.0546,44.07059,84.78184,69.46186,143.749,51.04763,135.428,122.62769,198.518,309.372,205.90151,91.0881,256.6612,195.35213,177.013,149.087,230.811,183.104081,97.63277,91.6053,124.65662,179.092,135.098,123.24646,150.76466,76.1014,27.189
20540,Slc7a7,0.945116,2.34063,1.433662,1.74813,1.0672538,1.9184612,0.845193,0.3378088,0.352419,0.731871,0.5155129,0.3478479,0.3728433,0.62547101,0.3193988,0.532035,0.9267143,1.61048,1.25533,1.1169,0.962735,0.596194,0.799224,0.2418413,0.397316,1.398009821,1.65950342,0.89125,0.932098,0.33823,0.679368109,0.998911
20541,Slc8a1,0,0.04418227,0,0.003104732,0,0,0,0.01617668,0,0,0.008283112,0,0,0.002885485,0.007554744,0.005600541,0.015007272,0,0,0,0,0.0148154,0.0102858,0,0.020525425,0,0.00283018,0,0.00245288,0.0587954,0.003004871,0.01206575
20544,Slc9a1,22.9335,20.7278,11.1248,17.5636,14.7188,14.005,9.88427,13.6016,9.65526,60.037,12.5663,32.0365,34.3529,26.1573,26.3962,18.3585,20.2701,20.4236,16.1068,14.5929,20.7575,25.6734,26.1345,16.0973,14.7631,16.8078,20.6774,17.6046,15.3342,22.8871,21.0799,17.1881
20555,Slfn1,0.0632525,0,0,0,0,0,0,0,0,0,0.0320959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327037,0,0,0,0,0
20556,Slfn2,17.3827,16.3379,24.8823,17.8685,11.7037,18.0248,11.1078,1.21205,2.37533,0.078639,0,0.212511,0,0.0375914,0,11.799,20.2321,34.056,30.3749,28.7845,54.8027,48.0425,73.5516,22.1135,27.5313,21.228,38.7626,49.651,0.517223,0.252877,0.66648,0.158599
20557,Slfn3,0.945946,3.96164,4.97604,6.29156,4.07817,6.36189,5.77032,2.36304,7.89701,0.070932,0.386251,0.651602,0.164166,0.65541,0.0595939,3.19634,3.35553,15.17184,8.2113,6.3739,14.95745,12.75611,10.59693,3.26757,11.28517,13.77378,11.88944,15.13969,3.76368,1.08431,0.287298,0.311136
20558,Slfn4,0.0478247,0.145219,0.274192,0.270913,0.176063,0.239097,0.2079782,0.181456,0.394447,0.0524378,0.0728203,0,0.121484,0.0250676,0.0219685,0.243698,0.262063,0.602296,0.4225934,0.180592,0.396693,0.442818,0.570466,0.045517,0.68635,0.8790316,0.544516,0.624603,0.308108,0.0542149,0.0522763,0.18796
20562,Slit1,0.400905,0.0712508,0.0412462,0.0228095,0.116596,0.0665679,0.0638577,0.076361,0.0415541,0.11061,0.0712493,0.0955179,0.14117,0.0423032,0.129179,1.78984,1.31558,0.266771,0.381805,0.399248,0.378774,0.141411,0.587541,0.114821,0.150092,0.0543618,0.259799,0.0733856,0.0360318,0.0342418,0.0661494,0.211027
20563,Slit2,1.380844,6.3573405,5.5583097,7.70601,8.134758204,5.949389001,6.7275931,21.51845605,12.69942084,113.8797549,11.47007781,48.378432,109.1159331,73.10424404,94.562868,1.286064265,2.0387699,0.68879215,0.880146,0.477342,1.659555671,0.706914,1.499593751,2.320332,10.29891804,5.62267105,0.84339229,2.0111962,31.861129,23.57176701,48.68183002,10.26464403
20564,Slit3,0,0.0321018,0.234136,0.0959126,0.0445692,1.88936,0.159416,1.52521,0.49797,165.81,1.99049,4.56851,133.571,15.6524,12.543,0.0324373,0,0.0311598,0,0,0.00971326,0.114386,0.0220548,0.0201182,0.202849,0.0457194,0,0.132265,15.4623,1.59582,28.7405,3.75277
20568,Slpi,135.478858,439.908,766.751,506.913,660.797,670.33,598.951156,406.877,1089.95,122.243,287.713,161.349,83.8856,170.636,29.7433,493.04,457.358,467.230676,424.302,346.448,434.482,482.117,288.661,113.531,444.118,376.526705,705.375,307.784,38.1458,51.1363,39.068,21.9118
20583,Snai2,28.2312,9.98004,10.9995,12.541,8.94417,9.82178,5.70367,10.8751,7.86618,15.2095,10.0859,11.8334,28.629,22.4811,16.3562,17.8737,10.2061,44.0025,33.0067,17.3112,41.9278,34.6557,36.899,8.79619,16.9937,25.9509,21.615,29.2547,10.4054,11.4599,4.76039,7.03296
20585,Hltf,14.338452,10.763026,11.087717,11.741524,10.247368,11.77296,10.767281,10.99813,10.047512,10.695604,10.481835,16.18263,13.354707,13.894618,11.961686,11.337704,8.967652,14.095428,9.241388,6.459583,9.824507,11.353333,8.619475,8.516412,10.864969,12.28181,12.939119,14.20316,11.44589,13.424215,10.168966,12.461548
20586,Smarca4,100.31925,98.44226,43.62002,78.49898,63.03154,44.59427,42.00021,60.36744,37.84806,71.21613,37.48172,82.41554,83.42014,125.39628,97.32485,81.22178,59.27995,96.67076,72.89382,69.17339,68.02902,82.61243,85.20469,55.046,66.59142,73.63848,83.16847,93.16726,45.86478,92.23944,70.42197,49.92663
20587,Smarcb1,80.7159,43.1281,43.34126,84.589431,76.7855,49.360436,28.284803,63.496823,67.764165,67.499,68.1552,34.130806,58.818024,58.333488,57.12776,41.576756,40.041903,62.555282,53.83808,54.1204,84.0591,74.816749,71.7635,91.0584,84.24596,80.804803,87.846603,87.701057,68.3101,68.683861,63.168837,31.956685
20588,Smarcc1,88.451954,76.559019,39.486144,86.648517,66.122498,35.4871722,35.815023,64.99732,40.26092,41.957115,27.733397,62.80361,68.662832,85.965684,81.055896,63.758927,39.683069,78.267509,58.537318,53.460731,70.645853,71.027209,64.338171,49.854351,68.538728,71.018735,75.942597,95.926686,40.353464,93.458558,58.563392,38.523197
