IDs,Symbols,Mouse_FA_PE,Mouse_FA_E1_R1,Mouse_FA_E1_R2,Mouse_FA_E1_R3,Mouse_FA_E1_R4,Mouse_FA_E2_R1,Mouse_FA_E2_R2,Mouse_FA_E2_R3,Mouse_FA_E2_R4,Mouse_FA_E6_R1,Mouse_FA_E6_R2,Mouse_FA_E6_R3,Mouse_FA_E11_R1,Mouse_FA_E11_R2,Mouse_FA_E11_R3,Mouse_WT_PE,Mouse_WT_E1_R1,Mouse_WT_E1_R2,Mouse_WT_E1_R3,Mouse_WT_E1_R4,Mouse_WT_E2_R1,Mouse_WT_E2_R2,Mouse_WT_E2_R3,Mouse_WT_E2_R4,Mouse_WT_E6_R1,Mouse_WT_E6_R2,Mouse_WT_E6_R3,Mouse_WT_E6_R4,Mouse_WT_E11_R1,Mouse_WT_E11_R2,Mouse_WT_E11_R3,Mouse_WT_E11_R4
11287,Pzp,0.271045,0.0687951,0.0557466,0.102766,0.0238756,0.253033,0.134827,0.105126,0.0936008,0.174387,0.0114687,0.336167,0.852565,0.107187,0.176717,0.254834,0.621698,0.166931,0.16244,0.163479,0,0.171658,0.177184,0.194016,0.108661,0.0122473,0.0117079,0.212613,0.152159,0.21855,0.136573,0.108941
11298,Aanat,0.120472,0.0604375,0.425224,0.134949,0,0.104617,0.0934936,0,0.0348241,0.324731,0,0,0,0,0,0.0602831,0,0.0829697,0.0499222,0,0.156743,0,0.18306,0.201535,0.292377,0,0.0620673,0.310546,0,0,0,0.1352593
11302,Aatk,0,0.03900687,0,0,0.00936518,0.0168385,0.0484581,0.0699752,0,0.0223831,0.0263498,0,0,0.0321018,0.00910208,0,0.0248036,0.0299915,0.0235526,0,0.0373917,0.0440285,0,0,0.0325422,0,0.010515,0.0595292,0,0,0.033465,0.0177934
11303,Abca1,0.134322,3.69275,5.79199,2.94838,4.55482,14.041,7.51216,19.2576,2.36424,50.3998,31.0461,40.6105,34.7316,38.3708,52.0135,0.834396,0.718267,0.898958,0.98761,0.474205,0.733735,0.150982,0.24559,0.194945,0.629356,0.686207,0.0567762,0.15097,10.9233,42.7835,45.7341,28.1923
11304,Abca4,0.396363,0.0542096,0.0117455,0.181645,0.0150939,0.0118487,0,0.1293722,0,0.52777,0.101353,0.31456,0.471367,0.143102,0.485813,0.0732639,0.0982464,0.0984679,0.0664575,0.0954199,0.0394225,0.00773027,0.127093,0.0136186,0,0.0386882,0.1448331,0.1124563,0.2097296,0.268132,0.306194,0.0933311
11305,Abca2,15.3369,10.5292,4.11322,5.44588,3.23105,2.82819,2.61258,5.31129,1.47334,7.3732,1.52984,8.3229,7.19083,3.67671,9.3535,10.7429,15.528,9.48668,8.4742,8.43539,6.2656,6.02069,12.2294,9.63494,3.03615,3.43012,8.79876,6.13036,4.6259,11.6725,5.45707,7.8818
11306,Abcb7,11.4157059,9.3051463,9.0669285,13.6344268,8.6122926,7.8966323,8.545714,11.5833924,8.476645,6.3001925,7.7862721,9.7367734,10.4898876,12.402447,13.7921319,7.9236184,5.7191792,13.5185979,9.23840124,4.4102834,9.873948,13.2578135,9.7393399,7.45195888,12.984203,12.4771747,11.3969,16.085971,15.7135582,16.319126,10.172558,7.219529
11307,Abcg1,2.2071567,9.360180013,4.434256,3.468342,4.124282,4.016333,8.02342,1.898576,1.010785,0.0693042,0.577258,4.38238,0.0295392,0.938038,0.06110574,2.02693,4.41178,2.28188,3.52107,3.280379,2.933355,5.94468,5.65338,4.34327,2.39771,1.2833,1.891586,1.540206,0.805535,0.4101182,1.276354,11.01263
11308,Abi1,59.49165,88.71443,88.03545,84.548733,85.06179,101.82522,87.25285,52.321436,73.723222,47.162295,56.25603,63.76719,55.568192,48.77946101,61.87571,45.768383,55.076611,61.366142,56.08808,26.95072,52.535342,59.938355,67.844736,57.701497,51.73602,53.532687,54.840532,53.50565,29.83786454,42.847887,43.305061,40.633939
11350,Abl1,40.509052,64.686153,53.709373,54.973515,46.288083,66.482653,47.8882514,40.4414928,34.17683,94.851353,24.050813,89.113145,68.010717,54.080355,74.66683,30.75698131,27.8129027,32.250303,26.220278,23.080348,33.493556,35.52025,39.106631,28.3442127,46.73273,38.223497,45.396877,45.396485,30.630252,63.25912012,45.357562,36.4274232
11352,Abl2,15.31616,22.299123,13.852336,20.49645,12.149822,19.49897306,13.844431,19.51296,11.09045,37.32776,14.21635237,27.027948,26.7745543,31.73029,25.706025,28.98294,21.6976455,22.040525,16.20169664,11.5359985,18.55034,25.90334,22.30183,16.51035,19.36339,22.67708,26.10882,30.92044,16.679601,34.09376,24.50653,26.01292
11354,Scgb1b27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11363,Acadl,110.272,95.8925,78.4489,68.0782,60.3838,76.3044,74.4561,57.5415,55.886,77.6252,69.2608,100.728,74.6081,51.4037,79.7883,76.2343,100.49,76.5953,74.7242,58.5041,63.7739,68.6514,83.0462,106.489,58.0615,80.36,93.7096,71.0491,44.5684,52.3528,47.1848,48.5701
11364,Acadm,30.8516,23.7012,28.2752,22.8504,30.9895,76.3044,20.5246,31.9184,27.5251,37.2227,52.861,31.0237,46.7118,38.4558,52.0816,12.3747,14.8452,15.4343,19.5036,14.3207,17.3227,17.2029,16.9848,23.4587,20.3909,18.9432,16.002,13.0005,41.2689,33.914,31.983,31.5698
11370,Acadvl,39.2186,58.4392,70.3139,53.8591,62.0294,87.1293,77.0589,51.8589,47.5079,76.3225,54.305,69.6654,60.3062,46.2014,56.4104,36.0411,32.0407,37.7564,31.8973,36.56,37.1434,23.7189,35.997,32.8418,34.5273,37.1227,43.7996,23.3196,48.7286,51.9741,53.1368,52.5823
11409,Acads,62.7326,54.3811,51.8352,41.1966,39.969,40.3731,28.5346,37.4474,38.6943,49.764,44.629,36.4451,44.4652,26.9672,38.2544,46.3367,44.8527,44.1903,48.4688,63.4186,48.476,45.1221,58.1464,49.8317,39.1832,54.1985,53.0976,33.4074,37.4423,49.765,44.5925,35.2272
11416,Slc33a1,10.47513,9.40788,11.16387,18.38343,22.06695,11.79291,7.64408,25.73572,21.2037,43.44151,22.74918,15.7884,42.4628,35.1423,36.7797,7.33495,8.5742,11.04757,10.81917,3.58334,15.01548,18.7281,12.9445,13.74363,17.49767,14.81111,16.02491,14.50492,34.8526,33.3187,22.12238,10.73004
11418,Asic2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11419,Asic1,1.17162,0.844521,0.3906808,1.6996686,1.944492,0.4276547,0.1740086,1.90988,1.278779,1.962196,1.33234,0.746406,3.840565,2.2318778,2.152824,0.121607,0.254543,0.3120465,0.1004485,0.2680954,0.6402188,0.47511,0.288972,0.794375,1.8599967,1.482418,0.842752,1.080178,2.4675616,4.2928177,2.175912,0.902522
11421,Ace,4.26654,1.888525,1.687335,0.862329,1.213015,1.649294,2.57305,5.11771,0.231233,731.97609,11.134171,66.281138,756.16298,46.733816,217.98089,0.377435,5.9215903,0.2060976,0.2921042,1.055971,0.2897362,0.3946133,1.722467,1.907592,0.2978995,0.666016,1.227452,0.101131,31.71356,12.1133,16.725519,21.052731
11423,Ache,0.129113,0.247011,0.06340558,0.08771703,0.08142528,0.1917929,0.0234199,0.0847342,0.0233054,0.1309523,0.30540997,0.104156,0.1499718,0.250294,0.07115081,0.078876,0.04713493,0.041487,0.086854,0.02318167,0.04759974,0.084437,0.02675119,0.0139321,0.1272189,0.3959428,0.0302571,0.0993844,0.07081064,1.3492361,0.3532195,0.2701519
11425,Apoc4,0.215278,0.208341,0.165304,0.690616,0,0.165907,0.309813,0.516335,0.496659,0.216982,0,0.236631,0.492451,0.414539,0,1.00156,0.367878,0.397844,0.503246,0.351493,0,0.246392,0,0.19672,0,0,0,0.221367,0.17612,0.22982,0.216807,0
11426,Macf1,81.929296,97.47924,41.512174,74.696291,56.2624803,50.6700173,40.254341,60.236989,36.622033,131.248273,45.585282,132.020777,121.540481,154.587881,120.081058,47.263512,37.366195,66.569257,52.010543,26.3709348,43.84296,71.271341,79.698756,58.996265,51.534081,52.517031,68.477896,78.174825,51.9303638,95.227977,78.145208,72.50369
11428,Aco1,36.2355,28.806,20.0632,43.9188,27.4926,22.8905,20.6429,21.3593,19.1858,39.2734,13.9197,29.0374,41.3721,31.1911,56.1438,27.1901,20.6034,29.9733,22.5061,15.1784,28.3317,32.8879,25.0733,23.3298,20.8262,30.9889,27.8885,23.2263,16.3193,22.1523,14.9102,7.13428
11429,Aco2,163.534,144.437,123,135.439,145.739,146.539,144.783,120.629,82.1664,147.484,125.219,175.545,137.427,164.795,142.933,174.653,141.202,165.884,138.138,130.235,144.621,150.285,144.762,105.656,96.3213,129.279,144.674,120.985,129.374,158.463,136.156,145.456
11430,Acox1,21.45807042,27.384007,18.302522,23.825918,21.9942197,25.315848,21.599769,34.754221,16.046273,74.514546,38.088552,37.009647,76.66169,55.280312,46.0781345,16.825191,21.5122887,18.616155,17.3486872,13.994597,21.35826,19.507046,24.14562,28.015649,15.419545,17.8887611,19.4268088,13.186545,28.1317,51.32183,42.09489,32.07208
11431,Acp1,54.8954,58.9843,59.8991,59.4996,58.6631,55.8906,53.251,70.2011,73.6315,41.381,68.6732,53.8204,54.6334,61.4197,62.8621,53.1373,61.8498,65.0613,65.8213,40.7206,64.4178,69.0775,69.2032,57.7881,77.5472,63.8253,58.8155,83.8241,96.9098,73.936,99.9995,83.2685
11432,Acp2,8.63856,7.99237,6.38453,10.5046,10.8437,7.25192,5.53667,12.0329,7.72926,23.6432,10.1028,10.0764,25.5632,16.1086,15.5153,2.73383,3.86561,4.71321,4.48067,4.07651,5.08653,5.71942,7.66767,9.67455,7.64218,5.24471,5.65766,7.35015,10.0491,16.4986,13.8295,8.02416
11433,Acp5,41.33941,60.04569,30.46481,30.723412,25.59946,28.01671,23.74379,13.03725,11.58405,7.56909,18.02347,10.226248,11.558625,7.37451,7.52138,45.018441,63.629656,43.717006,47.812972,54.54033,37.005501,35.34955,55.28311,59.20895,18.570765,30.128266,48.199197,24.396374,8.474731,8.592042,7.35551,17.69386
11434,Acr,0,0.0458441,0,0,0,0,0,0,0,0,0.0461857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11435,Chrna1,0.0924462,0.091395,0.104459,0.137797,0.0414268,0.104304,0.502675,0.461653,0.314999,0.669835,8.50424,1.64871,0.283733,1.71583,0.328432,0.0861149,0.0394427,0.0418825,0.0335007,0.0529079,0.0917555,0.111831,0.10708,0.342617,0.21417,0.0568295,0.0407359,0.3004,0.349608,0.372565,0.907545,0.634786
11438,Chrna4,0.0119578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220109,0,0,0,0.0101144,0,0,0,0,0.011411,0,0,0,0,0,0,0,0
11440,Chrna6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11441,Chrna7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924987,0,0,0,0,0,0,0.0594592,0,0.0574914,0,0,0,0
11443,Chrnb1,16.8775,16.0735,3.97063,9.83909,4.67845,4.1133,4.52612,4.04334,1.53773,1.69343,1.70497,1.70342,2.77242,3.18229,4.38285,8.46617,12.2847,5.56858,8.02347,7.65566,10.1485,7.73137,13.0575,41.6931,11.8051,22.2403,27.8916,14.8727,3.30411,5.55643,4.83197,6.65408
11444,Chrnb2,0.136296,0.0593263,0.0240411,0.0997108,0.154457,0.0727511,0.023264,0.11539,0.040368,0.128946,0.0494346,0.0927922,0.211957,0.154113,0.242003,0.179877,0.107246,0.163169,0.107152,0.105782,0.107685,0.0422613,0.173283,0.148717,0.0624902,0.0316847,0.0908511,0.264771,0.0350043,0.232847,0.149946,0.0683332
11447,Chrnd,0,0,0.015300769,0.042302213,0.039289826,0,0,0,0,0,0,0,0.023747304,0.039198902,0,0,0.034109141,0.018322748,0,0.016796,0.017178601,0.040565359,0,0,0,0,0,0.077969233,0,0,0,0.032646288
11448,Chrne,0,0.0384162,0,0,0,0,0.119573,0.127923,0.0312411,0,0,0,0,0.0793216,0.0349147,0,0,0,0.0637175,0,0,0,0,0.108401,0,0.0410384,0,0,0,0.0429733,0,0.165557
11449,Chrng,0,0,0,0,0,0,0,0.0511455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270416,0,0,0
11450,Adipoq,0,0,0,0,0.109376,0,0,0,0,0.0568863,0.0533203,0,0,0,0,0.0528169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567323,0
11451,Acrv1,0.0988671,0.317457,0.18294,0.0966957,0.299259,0.192285,0.263212,0.222771,0.319169,0.217704,0.363257,0.274577,0.2501,0.377696,0.121242,0.0842816,0.0790633,0.0648407,0.133099,0.110295,0.0607889,0.053743,0.123213,0.214785,0.247051,0.232171,0.0683329,0.172615,0.36908,0.337056,0.289595,0.626464
11459,Acta1,19.75835,7.17027,4.60494,1.396668,0.869214,0.477783,1.46666,0.663056,0.74982,0.497635,0.379843,0.09783,1.98734,0.6488302,0.0762454,202.6333,72.67726,37.90142,43.813,52.482261,9.332331,15.73615,2.8152,1.096811,0.614316,4.43448,1.703787,1.34549,0.110473,0.281328,0.451145,0.252896
11461,Actb,3124.45,2895.04,1530.72,2356.43,1563.75,1339.47,938.777,1944.79,1023.64,1732.22,1286.76,1790.16,2130.91,2797.72,2831.52,3719.73,3670.37,4163.46,3889.6,4327.68,3308.53,3982.08,3639.81,4157.75,2729.53,3510.41,2820.24,4151.21,1682.88,2559.26,2491.72,1538.56
11464,Actc1,0,0.597858,0,0,0,0.104265,0.132763,0,0,0,0.0429941,0.0498164,0.0532522,0.08809,0,0,0.19223,0.041345,0,0.0377094,0.0390519,0,0,0,0,0.0456197,0,0.0442127,0,0.429769,0,0.0735894
11465,Actg1,4125.3873,3483.4822,2283.4865,2671.38873,1919.8765,2249.9191,1665.4843,2202.2573,1455.7254,1635.9596,1749.9247,2224.4881,2301.7117,2183.0211,2470.9878,4032.7285,2762.1909,3336.23332,3050.6822,2043.3823,3748.5135,3142.558,2933.9703,2991.1477,2603.18598,3388.8527,2909.1263,3269.01776,1592.33923,2276.75522,1362.1094,1238.583
11468,Actg2,0.144973,0.243124,0.35318,1.03231,0.704884,1.73984,0.339583,0.439632,0.3413978,0.450781,0.648526,0.978312,5.50681,1.6528,6.54664,3.551297,0.17498,1.122342,0.362254,0.471505,0.445275,0.356627,0.210002,0.1995651,0.773386,1.018898,0.0498671,0.554006,0.298449,0.815175,0.224923,0.083753
11470,Actl7a,0,0.123416,0.232594,0.321944,0.127933,0,0.0639758,0.273944,0.167211,0.0887947,0.124214,0,0,0.212227,0.186992,0,0.0740874,0,0,0,0,0.0446553,0,0,0.0430609,0,0.0421528,0,0.325228,0,0.0442704,0
11471,Actl7b,0.175206,0.220609,0.106877,0.246583,0.0914331,0.035902,0.137118,0.146884,0.0358521,0,0.0888693,0,0.164981,0.0909854,0.200606,0,0.0397155,0,0.40208,0.194727,0,0,0.0896908,0.0415053,0.0461558,0,0.0452252,0.0913817,0.038729,0.0986628,0.237255,0.456144
11472,Actn2,0.778032,1.2665007,0.830241,2.05393,2.19037,0.926959,1.19029,1.43274,1.0229106,0.7559899,0.718966,0.571574,0.6230732,1.0812058,0.465334,0.4670095,0.7768383,0.349107,0.326197,0.5259222,0.2989178,1.104319,0.814541,1.9390851,2.66602,1.42097,1.10151,2.1301,1.38281,2.0986478,1.48482,1.99637
11474,Actn3,0.0381808,0.0386902,0.285264,0.2372026,0.438857,0.402183,0.10932046,0.1767207,0.0157746,0.272727,0.1435408,0.246816,0.486301,0.120349,0.323012,0.0195031,0.0523962,0.136927,0.0482956,0.0687963,0.1956956,0.020769,0.142487,0.066697,0.0813517,0.0826566,0.072873,0.0598616,0.187904,0.346809,0,0.0609196
11475,Acta2,8.90681,2.96995,8.3513,33.7415,16.7633,14.1959,7.23958,3.18911,6.76051,0.476872,1.47758,3.48416,4.14398,4.90135,40.2685,242.34,23.0722,40.0247,26.5699,38.873,13.9251,4.09154,1.44419,0.972222,6.56503,11.4681,2.09172,3.99546,1.37838,0.616108,0.213925,0.284796
11477,Acvr1,23.556354,31.472222,25.613271,31.12661,29.79931,37.53125,30.15777,22.502044,19.841831,61.196939,25.031984,35.67025,51.01461,36.78149,70.06859,30.18094,22.56283,29.733176,27.83522,17.271902,30.568876,31.6247,28.048813,29.040311,22.258036,28.40227,28.61388,24.96579,15.478435,24.695092,23.21489,21.152174
11479,Acvr1b,31.6048,21.4705,11.5987,10.036,9.24352,9.54647,6.37128,5.90311,3.74808,6.20296,10.9381,9.79315,7.78002,14.1958,7.79351,27.6039,33.3792,19.611,22.7844,15.0046,18.7265,20.0586,25.553,16.4915,6.19867,12.3239,16.0538,11.5907,9.35521,9.97174,12.1964,14.0162
11480,Acvr2a,10.5411,6.830208,5.22478,8.0034886,5.82707,5.529074,4.9413413,4.7824,4.20595,4.48907,4.34519,5.5297864,4.70709,5.28384,5.77503,5.8354259,6.260311,6.90717,6.5936783,2.413921,6.058902,8.306354,6.79097,4.09457,5.37192,6.71144,6.13751,7.621626,3.58639,5.33602,4.308088,2.41846
11481,Acvr2b,3.248965,2.259676,0.8847297,0.869459,1.024176,0.812899,0.445929,0.92702,0.419964,1.879109,0.753361,1.4650347,0.99958,1.2628285,0.805778,2.084182,1.6507175,1.2925196,0.747381,0.7950924,0.789826,0.771031,0.647233,0.307228,1.086964,0.679677,0.4491392,1.20903,0.646645,1.385568,2.104231,1.797371
11482,Acvrl1,3.413244,1.11574,0.510833391,0.51965,0.568883,0.187835,0.623213,0.368844,0.037520254,0,0.445004313,0.323373567,0.09646651,0.334073756,0.1779794,3.190675,4.17236,2.66743,2.551975,3.027759,1.9115575,1.106339176,2.409917,0.7425151,0.533718329,1.766972,0.558938,0.840918,2.88239,0.642514,1.589667,1.047218
11484,Aspa,0.2610759,0.375532,1.420418,2.278298,2.751027,3.222956,2.494138,17.416956,8.779362,14.726926,48.25033,2.666962,48.31116,37.24188,31.262753,0.243229,0.0543981,0.6036826,0.250815,0.15018,1.330922,0.69731,0.904786,0.245033,4.572535,0.461666,0.777745,1.724768,52.68286,27.53709,29.35368,6.70519
11486,Ada,32.47701,12.04637,14.1201,16.44509,14.37259,8.42796,8.52608,9.67696,8.12947,11.79414,20.41422,5.919815,11.29562,10.83674,7.374699,14.51109,19.57085,25.03123,19.43832,22.32708,17.40656,17.95301,19.488315,19.62683,23.77065,19.53812,15.34976,17.40698,12.6214,17.807776,15.73114,22.69303
11487,Adam10,91.5774,61.6555,45.4715,63.0003,52.2184,44.9559,38.8571,37.5299,34.4331,80.3344,40.1788,64.1604,69.2412,62.1413,79.2251,70.2803,56.9543,61.5918,50.6378,25.1162,47.2079,50.7989,56.1413,45.5869,35.4006,36.7502,54.3609,48.8241,24.221,43.5386,31.8266,23.0314
11488,Adam11,0.154621,0.1627905,0.0515012,0.164183,0.302629,0.0973227,0.106699,0.472621026,0.114481,1.2488,0.1279767,0.650677,0.2555297,0.195844,0.21824,0.0740474,0.0540844,0.152395,0.106605,0.0943028,0.304358,0.134258,0.2075063,0.088590207,0.386372,0.335432,0.438382,0.32347,0.1234317,0.529027,0.188111,0.167725
11489,Adam12,16.2727,11.264748,3.89046,11.004938,5.66101,4.1807827,2.48609,2.9478,1.71184,1.18772,0.463833,3.02836,4.39431,1.42663,11.3744802,14.2712,18.553133,14.2827,9.79824,9.22788,9.85545,8.21478,21.2924,30.9713,12.8277,12.0667349,19.7772,20.5954,4.1463446,5.9365039,0.62890471,0.660592
11490,Adam15,25.210178,45.00869,35.77244,43.36185,46.14198,44.875474,46.955007,48.26901,27.529291,161.62963,50.67963,116.75951,154.64099,78.06787,158.50435,42.212166,35.48766,30.35216,29.50138,37.17588,32.183197,37.29919,33.92559,15.641583,27.99228,33.04873,29.14532,26.55628,57.94267,56.521622,53.22928,61.52898
11491,Adam17,25.641672,30.025938,22.125694,27.354723,29.724002,25.511186,27.533142,39.688347,19.588838,44.5261593,32.6908389,31.546679,50.032996,51.551843,42.5092756,19.902328,18.5720707,25.950288,23.14484,16.831228,29.508287,28.745966,31.291851,21.719411,23.387802,27.481727,28.713268,27.345261,42.385573,52.599453,72.067638,27.8731334
11492,Adam19,0.0811823,1.02263,0.730215,1.408953,2.695452,1.38079,0.483954457,1.01402,0.610993009,0.0252451,1.802047,1.415978,0.0322363,5.801986,0.0492805,1.2040311,0.327811494,0.5852666,0.575923,0.32130156,0.554288008,0.298641,0.356045459,0.403163,0.694225855,3.519179,0.63199,0.5563977,0.161834206,0.0343013,0.0933229,5.824974
11495,Adam2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11496,Adam22,0.038305442,0.741266,0.845955355,0.738446681,1.582245752,1.22846702,2.9518612,3.44116307,0.859040864,0.101581171,0.188473333,1.2580076,0.147386042,0.162169605,0.176922584,0.276161,3.3471385,2.422475,1.461338369,2.498554,1.282165,0.30728688,2.83212259,1.51984079,14.790589,5.9961484,9.5088774,3.12013563,5.0473123,11.4155577,0.833422,0.276168264
11497,Adam3,0,0,0,0,0.163385,0,0.0815861,0.087566395,0,0,0.0417624,0,0,0,0,0,0,0,0,0,0.0482381,0,0,0,0,0,0.107995,0,0,0.176396,0,0
11498,Adam4,0.0429771,0.0435252,0.0528449,0.170546,0.0452476,0.0710501,0.017012,0.21757,0.248357,0.0943518,0.0436294,0.10191,0.0819934,0.157867,0.118493,0,0.0392845,0.0422106,0.144819,0.0966737,0.0594152,0,0.0892977,0.0613879,0.160078,0.232467,0.0222486,0.224561,0.13444,0.170654,0.329204,0.0939112
11499,Adam5,0.161947,0,0.232427959,0.122983,0.296915,0.645552,0.192439,0,0.143272,0.0238126,0.0660734,0.102882,0.0551815,0,0.0398766,0,0,0,0,0.0390372,0,0,0,0.0206586,0.0692588,0.0704076,0,0,0,0.12306,0,0
11500,Adam7,0,0,0,0,0,0,0.115079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11501,Adam8,78.728849,62.31337,45.16825,69.31717,51.781816,36.34412,22.097525,14.871622,21.383448,7.937518,10.959702,22.719439,8.03364,5.90709245,13.88146,174.33926,161.67392,178.67785,170.2034,139.74107,145.146624,125.502271,230.32208,101.94944,56.711455,80.336778,107.86034,115.12052,21.13671,1.91864675,2.077307,4.455557
11502,Adam9,64.5103,91.6944,56.7592,59.271,67.501,80.9872,74.9265,85.6593,49.0334,290.363,124.6102,204.6528,220.7916,133.9998,241.257,64.70209,61.781976,43.72315,52.76996,24.998326,36.0866,41.498127,49.238664,45.909878,49.514757,62.8396,49.040305,37.419526,101.73606,94.5395,124.2301,157.996836
11504,Adamts1,57.2134,22.0029,17.8394,14.6413,10.1709,25.45,22.0474,15.3885,6.89172,284.657,23.881,84.7351,102.786,37.8791,72.0965,41.5162,30.7045,19.2286,18.1646,10.0346,17.7645,8.60298,17.2952,6.53396,11.3951,16.2304,17.3056,12.6707,16.442,12.3296,16.0754,9.13836
11512,Adcy6,12.59453,23.043099,18.8216868,18.595456,17.571884,24.055432,16.002533,13.669889,12.684069,37.498742,13.353497,33.080787,33.534056,22.804051,21.001537,12.591111,11.52414,12.727705,11.443421,9.327766,12.799972,11.69129,13.948175,11.253609,15.39725,16.370161,15.700339,17.550482,20.157146,19.751901,17.603137,16.845566
11513,Adcy7,10.33442,17.64379664,11.138182,30.941135,28.69419506,17.826327,9.846183009,44.296633,22.97787,66.473551,43.588211,19.056502,71.870556,63.70882,52.907092,4.492696187,4.752472525,8.720764,6.55654,3.026895591,14.401798,18.760116,24.28332,32.014881,22.179729,14.4817715,20.88978201,24.487676,40.51289,64.63916,53.33097,38.658837
11514,Adcy8,0.0375808,0.0743485,0.0205536,0.0852555,0.21137,0.0934545,0.0497421,0.0743972,0.0724688,0,0.685515,0.0446164,0.0643,1.664745293,0.0461912,0.0512482,0.0343868,0,0.0180166,0.0305654,0,0.1776776,0,0.0340099,0.0361383,0.0115448,0,0.0248484,0.0674437,0.1080885,0.0137328,0.0440054
11515,Adcy9,1.59631,1.045745,1.02856,1.53406,1.26614,2.06974,1.15308,2.23779,1.34726,9.41096,1.648,4.45923,5.93385,4.98513,7.15215,0.560579,0.990155,0.521675,0.400989,0.363462,0.84775,0.740814,1.19241,1.78874,1.152969,0.748861,1.56726,0.87978,2.97479,3.11569,3.10489,1.82895
11516,Adcyap1,0.0350267,0.0532613,0.0575059,0.25846,0.0738692,0.028997,0,0.103556,0.0289605,0.250381,0.0711257,0.332777,0.357231,0.147318,0.112736,0,0.0320636,0.0344461,0.206899,0.0631664,0.0322838,0,0.0547272,0.0333838,0.0560127,0.0379284,0.0181418,0,0.0784152,0.0795811,0.0191991,0.0306546
11517,Adcyap1r1,0,0.0677328,0.0355897,0.218097,0.080468912,0.07017603,0.041554523,0.00730749,0.0841064,0.059082678,0.042895707,0.030215846,0.021656905,0.018034113,0,0.008676662,0,0.016664703,0,0.0612333,0,0,0.008852063,0.016135402,0.065255967,0.0542278,0.00876158,0,0.015207707,0.038837017,0.055797295,0.014844501
11518,Add1,112.91872,114.03826,91.51035,108.73029,119.1021752,100.23614,82.79647,111.65669,75.93134018,188.9768537,97.02802,105.19936,234.74208,133.68981,207.35226,49.6278679,76.24474,88.39192,79.58281,69.857301,93.67606,119.44678,147.72048,169.67482,92.17074,103.464295,98.41964,77.70365,97.109594,168.85268,109.09966,60.20305
11519,Add2,5.938567001,35.5290504,10.678604,15.6130198,5.871199,16.125409,5.78962,17.329173,7.017011,0.529862342,10.97014768,7.589067,0.6871581,8.691152,0.833938,2.368974,6.87978,6.72156,6.13867,11.690114,8.91137184,11.682675,8.24106,33.06679651,13.0391374,18.79314448,15.834934,12.14905,10.714886,26.1871,9.6434913,14.271173
11520,Plin2,198.02,246.898,244.103,280.498,232.445,263.744,284.365,368.098,180.999,340.22,389.457,531.005,364.214,311.104,593.886,123.532,167.093,118.322,124.457,165.014,138.991,136.286,166.919,308.395,167.355,182.919,206.988,137.656,344.467,445.171,444.225,159.544
11522,Adh1,0.427015,0.907275,0.346868,0.160078,0.0494507,0.660213,0.370625,2.58278,0.349032,2.67582,0.770023,1.55838,2.85335,0.73792,1.52026,0.716793,1.67559,0.32349,0.197668,0.463151,0,0.364053,0.242311,0.898458,0.149749,0,0,0.494781,1.04696,1.12083,0.461839,0.493524
11529,Adh7,0,0.22413,2.85532,1.25404,2.38604,8.65908,6.82124,72.8726,45.9311,135.76,105.703,53.9294,164.949,83.004,171.404,0.338174,0.050535,0.162939,0.442279,0.347835,0.255332,0.12084,0.0859959,0.0263462,8.23277,0.568623,0,0.376193,98.9471,96.707,52.906,36.1304
11532,Adh5,86.7671,106.246,97.0623,98.0908,99.3755,94.6718,90.9718,113.435,90.3047,78.0959,130.508,153.35,110.795,127.764,160.378,92.5097,83.8496,97.1553,88.9049,58.6619,96.9847,93.0078,75.2345,60.0384,137.217,94.7237,83.7718,90.0823,113.828,150.811,104.946,109.185
11534,Adk,30.2780801,23.173988,31.1724561,45.234817,51.67739,32.8044627,40.0565757,33.606962,41.552879,42.425615,31.89585,38.65072,45.956944,38.834923,46.951653,34.361552,16.750904,34.734938,36.745521,17.9145499,34.207941,37.009007,23.820837,17.393296,45.168906,42.403342,33.97271,35.516457,45.688206,27.435379,21.122292,32.594533
