"","WT_1","WT_2","WT_3","IrrKO_1","IrrKO_2","IrrKO_3"
"FAM84B",4383.66177250794,4432.28140100677,4149.64886088436,3998.47121858317,3950.05859963088,3823.29608010131
"PRNCR1",37.0398121884913,56.8241205257278,32.479228983235,39.3622395602281,45.120087846251,64.7594124316835
"CCAT1",60.1896948062983,69.6899591353265,52.137709683614,35.7006358802068,43.0691747623305,41.0973194277991
"LOC101930033",60.1896948062983,76.1228784401259,72.6509069361835,82.3860828004773,58.4510228917342,64.7594124316835
"POU5F1B",10.1859483518351,17.154451479465,8.54716552190394,8.23860828004773,12.305478503523,6.22686657996956
"MYC",3390.99480585638,3453.40551345979,3124.84371480808,2464.25927665428,2623.11783433432,2576.67739079141
"PVT1",325.950347258723,351.666255329032,329.065872593302,339.613741321968,299.433310252393,315.07944894646
"GSDMC",117.60140369846,102.92670887679,98.2924035018953,158.364359160918,127.156611203071,135.745691443336
"FAM49B",5630.97744795539,5563.40304543399,5643.69339411317,5561.97598995223,5686.15652516958,5727.471880256
"ASAP1",2886.32736478818,3028.83283934304,2970.14001886162,3353.11356997943,3456.814002948,3570.48529695455
"EFR3A",13141.7253644767,12997.7134553471,12658.3521379397,12651.7561153933,12983.3052777587,13218.3923759594
"LRRC6",19.4459013989579,15.0101450445319,13.6754648350463,19.2234193201114,11.2800219615627,19.9259730559026
"PHF20L1",4886.47722296671,4640.27912519528,4425.72230724186,4557.78118070641,5071.90805653539,4949.11355775981
"TG",11.1119436565474,6.43291930479937,4.27358276095197,38.4468386402228,25.6364135490062,31.1343328998478
"NDRG1",2077.00746846965,1989.91637161794,2046.1914259438,1639.4830477295,1706.35968582185,1737.29577581151
"ST3GAL1",2494.63135089489,2779.02113967333,2801.76085808011,3501.40851902029,3371.7011099653,3363.75332649956
"ZFAT",349.10022987653,342.016876371833,411.97337815577,396.368598362296,408.131703700179,408.482447646003
"TRAPPC9",360.212173533078,382.758698635562,400.862062977295,337.782939481957,293.280571000631,332.514675370375
"CHRAC1",1350.10115427051,1238.33696617388,1256.43333171988,1374.93218184797,1324.88985221264,1331.30407479749
"AGO2",1096.37844077934,1174.00777312589,1300.87859243378,1276.9842834074,1153.63860970528,1221.71122299003
"PTK2",4638.31048130382,5003.73906591644,4896.67112749877,4488.210710786,4572.51072060075,4601.65440259751
"DENND3",455.589689918443,465.314496380488,437.614874721482,489.739492202837,467.608183133874,514.339179505486
"SLC45A4",321.320370735162,302.34720732557,255.560249104928,302.08230360175,284.051462122989,310.097955682484
"TSNARE1",136.121309792705,145.812837575452,135.045215246082,118.086718680684,110.749306531707,128.273451547373
"JRK",1194.53394307884,1175.07992634335,1081.21643852085,987.717592685723,1048.01658588337,1052.34045201486
"LY6K",45.3737699309018,57.8962737431943,58.9754421011372,92.4554929205357,89.2147191505417,89.6668787515617
"LOC100288181",50.0037464544632,50.3912012209284,43.5905441617101,71.4012717604137,67.6801317693764,62.2686657996956
"THEM6",369.472126580201,370.96501324343,373.511133307202,349.683151442026,308.662419130035,295.153475890557
"LY6D",223.16486843566,227.296482102911,164.105578020556,187.657188601087,163.04759017168,183.069877451105
"ZFP41",397.251985721569,339.8725699369,377.784716068154,387.214589162243,349.680680808445,332.514675370375
"GLI4",47.2257605403264,64.3291930479937,39.3169614007581,49.4316496802864,45.120087846251,42.342692743793
"LOC100507316",49.0777511497509,53.6076608733281,43.5905441617101,41.1930414002387,25.6364135490062,27.3982129518661
"ZNF696",211.1269294744,243.378780364909,213.679138047599,215.119216201246,218.422243437533,212.958837034959
"TOP1MT",934.329262454693,922.051767021243,980.359885362382,763.444367284423,757.812384508624,785.830562392159
"RHPN1-AS1",25.9278685319439,38.5975158287962,33.3339455354254,33.8698340401962,37.9418920525292,42.342692743793
"RHPN1",518.557370638878,421.356214464359,446.162040243386,559.309962123241,426.589921455464,430.899167333894
"MAFA",40.7437934073404,28.9481368715972,28.205646222283,38.4468386402228,32.814609342728,39.8519461118052
"ZC3H3",262.056671233576,256.244618974508,235.047051852358,194.98039596113,217.396786895573,200.50510387502
"ZNF623",19.4459013989579,17.154451479465,20.5131972525695,32.0390322001856,16.407304671364,23.6620930038843
"PUF60",117.60140369846,91.1330234846577,152.994262842081,93.370893840541,127.156611203071,90.9122520675556
"NRBP2",151.863229972814,144.740684357986,145.301813872367,149.210349960865,104.596567279945,133.254944811349
"EPPK1",2020.5217548822,2211.85208763352,1924.82167553277,1877.48728693088,1851.97451478021,1717.36980275561
"PLEC",16649.3955787268,18889.1953853259,19769.5938521638,16910.201195258,16565.2249788259,16077.7695094814
"PARP10",430.587816691211,473.89172212022,411.97337815577,317.64411924184,303.535136420234,286.4358626786
"GRINA",1945.5161352005,2067.11140327553,2180.3819246377,2235.40904665295,2093.98225868283,2062.33821128592
"OPLAH",140.751286316267,171.54451479465,141.028231111415,132.733133400769,166.12395979756,118.310465019422
"EXOSC4",184.273065637744,204.781264536113,206.841405630075,203.219004241177,177.403981759123,181.824504135111
"GPAA1",998.22293847984,1039.98862094256,1082.92587162523,1114.95832056646,1117.74763073667,1077.24791833473
"CYC1",2126.0852196194,2145.37858815059,2155.59514462417,2143.86895465242,1914.52736383979,1894.21281362674
"SHARPIN",375.954093713187,367.748553591031,389.75074779882,413.761215842397,347.629767724524,339.986915266338
"MAF1",2116.82526657228,2156.10012032526,2227.39133500817,1922.34193201114,1931.96012505311,1879.26833383481
"KIAA1875",12.0379389612597,18.2266046969315,12.8207482828559,21.9696220801273,21.5345873811652,22.4167196878904
"FAM203A",371.324117189625,429.933440204091,385.477165037868,411.015013082381,392.749855570775,376.102741430162
"MROH1",578.747065445176,578.962737431943,488.043151300715,509.878312442954,558.873815368336,486.94096655362
"BOP1",1677.90349213866,1689.7134707273,1733.36516784212,1665.11427348965,1542.28663910821,1486.97573929673
"SCXB",63.8936760251475,50.3912012209284,35.0433786398062,37.5314377202175,45.120087846251,48.5695593237626
"HSF1",2168.68100363616,2197.91409580645,2298.33280883997,1945.22695501127,1978.10566944132,1861.8331074109
"DGAT1",289.836530374944,298.058594455704,295.731927057876,311.236312801803,298.407853710432,275.227502834655
"FBXL6",234.276812092207,242.306627147443,233.337618747978,279.197280601618,229.702265399096,244.093169934807
"SLC52A2",1027.85478823063,1074.29752390149,1065.83154058142,1133.26633896657,1138.25676157588,902.895654095587
"ADCK5",116.675408393748,101.854555659323,118.805600754465,131.817732480764,119.978415409349,148.199424603276
"CPSF1",2054.78358115655,2068.183556493,2058.15745767447,1856.43306577076,1815.05807926964,1741.03189575949
"SLC39A4",575.969079531039,640.075470827537,676.080792782602,612.403215483548,569.128380787938,508.112312925516
"VPS28",370.398121884913,364.532093938631,335.903605010825,343.275345001989,314.815158381796,335.005422002363
"TONSL",724.128328285005,739.785720051927,735.910951435929,815.622219724726,812.161581232517,682.464577164664
"LOC100287098",20.3718967036702,15.0101450445319,13.6754648350463,14.6464147200849,21.5345873811652,18.6805997399087
"CYHR1",567.635121788629,494.262633252085,548.728026506233,525.440128083044,476.837292011516,542.982765773346
"KIFC2",260.204680624151,342.016876371833,328.211156041111,329.544331201909,323.018810717478,315.07944894646
"PPP1R16A",475.035591317401,454.592964205822,468.384670600336,416.507418602413,430.691747623305,448.334393757809
"GPT",18.5199060942456,22.5152175667978,20.5131972525695,13.7310138000796,10.2545654196025,23.6620930038843
"MFSD3",191.681028075442,189.771119491581,203.422539421314,210.54221160122,180.480351385004,180.579130819117
"RECQL4",840.803736678752,848.07319501605,842.750520459729,810.129814204694,771.143319554107,642.612631052859
"LRRC14",338.914281524695,304.491513760503,335.903605010825,355.175556962058,330.1970065112,306.361835734503
"C8orf82",372.250112494337,379.542238983163,380.348865724725,303.913105441761,310.713332213955,351.195275110283
"ARHGAP39",555.597182827369,576.81843099701,581.207255489468,553.817556603209,544.517423780892,484.450219921632
"ZNF34",88.8955492523791,75.0507252226593,70.0867572796123,89.7092901605198,115.876589241508,85.93075880358
"RPL8",25247.2619829804,24834.284976178,25465.4249559606,22881.3613964526,22326.2398315585,22694.4379373571
"ZNF517",69.4496478534212,62.1848866130606,67.5226076230411,94.2862947605463,85.1128929827007,80.9492655396043
"ZNF7",373.17610779905,366.676400373564,352.997936054633,305.743907281771,328.14609342728,372.36662148218
"COMMD5",265.760652452425,260.533231844374,252.141382896166,249.904451161448,267.644157451625,245.338543250801
"ZNF250",133.343323878569,143.668531140519,137.609364902653,119.002119600689,135.360263538753,141.972558023306
"ZNF16",259.278685319439,228.368635320378,272.654580148736,246.242847481427,243.033200444579,235.375556722849
"ZNF252P",581.525051359313,548.94244734288,535.052561671187,557.47916028323,635.783056015354,589.061578465121
"TMED10P1",123.157375526734,160.822982619984,98.2924035018953,99.7787002805781,160.996677087759,188.051370715081
"C8orf33",1400.10490072497,1460.27268218946,1482.07850149814,1483.8648913286,1456.14828958355,1348.73930122141
"WASH1",101.859483518351,83.6279509623918,95.7282538453241,115.340515920668,106.647480363866,89.6668787515617
"FOXD4",11.1119436565474,15.0101450445319,14.5301813872367,6.40780644003713,13.3309350454832,22.4167196878904
"CBWD1",875.065562953107,831.990896754052,853.007119086013,887.023491485139,865.48532141445,906.631774043568
"C9orf66",28.7058544460807,24.6595240017309,29.9150793266638,24.7158248401432,27.6873266329267,37.3611994798174
"DOCK8",148.159248753965,155.462216532651,123.933900067607,181.24938216105,186.633090636765,168.125397659178
"KANK1",253.722713491165,287.337062281039,321.373423623588,248.073649321437,234.829548108897,281.454369414624
"SMARCA2",2352.0280739692,2222.57361980818,2098.32913562742,2055.07506541191,2039.63306195894,2179.40330298935
"VLDLR",190.75503277073,179.049587316916,175.216893199031,152.871953640886,167.149416339521,150.690171235263
"KIAA0020",2151.08709284663,2203.27486189378,2274.40074537864,2076.12928657203,2047.83671429462,2064.82895791791
"RFX3",316.6903942116,264.821844714241,235.901768404549,189.487990441098,228.676808857136,210.468090402971
"GLIS3",24.0758779225193,17.154451479465,17.9490475959983,17.3926174801008,21.5345873811652,21.1713463718965
"SLC1A1",46.2997652356141,42.8861286986625,36.7528117441869,51.262451520297,31.7891528007677,73.4770256436408
"SPATA6L",265.760652452425,296.986441238238,263.252698074641,217.865418961262,243.033200444579,280.20899609863
"PPAPDC2",565.783131179204,677.600833438867,522.231813388331,617.89562100358,568.102924245978,623.93203131295
"LOC101929351",21.2978920083825,20.3709111318647,32.479228983235,26.5466266801538,32.814609342728,31.1343328998478
"CDC37L1",868.583595820121,892.031476932179,920.529726709054,799.14500316463,850.103473285046,866.779827931763
"AK3",6949.59476186568,7005.44912292651,6784.73999128735,7799.21583844519,7965.74641794721,8271.76956483157
"LOC102723969",16.6679154848211,7.50507252226593,12.8207482828559,10.9848110400636,16.407304671364,16.1898531079209
"RCL1",1099.15642669348,1060.35953207443,1072.66927299894,1066.44207180618,922.910887764224,890.441920935648
"JAK2",802.837929185549,813.76429205712,775.227912836687,741.474745204296,711.666840120413,707.372043484542
"RLN2",63.8936760251475,62.1848866130606,48.7188434748525,57.6702579603341,87.1638060666212,67.2501590636713
"RLN1",25.9278685319439,25.7316772191975,11.1113151784751,24.7158248401432,22.5600439231255,28.64358626786
"PLGRKT",723.202332980292,781.599695533123,705.141155557075,680.142883563941,585.535685459302,599.024564993072
"CD274",324.098356649299,303.419360543037,282.91117877502,262.720064041522,213.294960727732,201.750477191014
"PDCD1LG2",17.5939107895334,16.0822982619984,9.40188207409433,8.23860828004773,13.3309350454832,11.2083598439452
"KIAA1432",2507.59528516086,2581.74494765948,2535.08929379671,2446.86665917418,2540.05585443554,2472.06603224792
"ERMP1",7347.77274289196,7534.02065913753,7189.0209204734,6665.94949947862,6495.24173677622,6336.45943177703
"MLANA",31.4838403602176,35.3810561763965,43.5905441617101,51.262451520297,54.3491967238932,46.0788126917748
"KIAA2026",3051.15452902697,2963.43149307758,2906.89099399953,2741.62575541588,2813.85275113892,3068.599850609
"RANBP6",3415.0706837789,3530.60054511739,3505.19258053281,3779.6903987019,3573.71604873147,3764.7635342496
"UHRF2",3903.99620466698,3945.52384027695,3773.57357792059,3646.95726530113,3603.45428844832,3533.12409747473
"GLDC",200.940981122565,285.192755846105,257.269682209309,227.934829081321,204.06585185009,247.829289882789
"KDM4C",1390.84494767785,1349.8409007904,1312.84462416445,1268.74567512735,1267.46428586287,1443.38767323694
"TMEM261",1238.98171770503,1389.51056983666,1372.67478281777,1118.61992424648,1107.49306531707,1108.38225123458
"PTPRD",52.7817323686001,35.3810561763965,36.7528117441869,24.7158248401432,22.5600439231255,26.1528396358722
"TYRP1",306.504445859765,281.976296193706,317.099840862636,378.06057996219,317.891528007677,352.440648426277
"LURAP1L",50.0037464544632,38.5975158287962,38.4622448485677,45.7700460002652,39.9928051364497,39.8519461118052
"MPDZ",3572.48988557998,3694.63998738977,3548.78312469452,3256.08107245887,3446.5594375284,3504.48051120687
"NFIB",3473.40838797577,3300.08760336208,3265.8719459195,2762.67997657601,2858.97283898517,2853.15026694205
"ZDHHC21",3696.57325641143,3837.23636531282,3466.73033568424,3944.46256430285,4064.90973233043,4135.88478241578
"TTC39B",1143.60420131967,1083.94690285869,1032.497595046,794.567998564604,762.939667218425,844.363108243873
"SNAPC3",3187.27583881967,3181.07859622329,3143.64747895627,3017.16143233748,3149.17704035992,3011.31267807328
"PSIP1",17499.4592684527,17068.6792220677,17264.4196376938,15775.1040544514,16413.4574106157,17020.5171096888
"CCDC171",311.134422383327,280.904142976239,265.816847731213,286.52048796166,294.306027542591,285.190489362606
"BNC2",40.7437934073404,56.8241205257278,62.3943083098988,56.7548570403288,66.6546752274162,29.8889595838539
"CNTLN",3026.15265579974,2756.50592210653,2750.47786494869,2685.78629929556,2861.02375206909,2756.01114829453
"SH3GL2",193.533018684867,227.296482102911,186.328208377506,201.388202401167,211.244047643811,216.694956982941
"FAM154A",47.2257605403264,49.3190480034618,45.2999772660909,43.0238432402493,41.01826167841,48.5695593237626
"RRAGA",1097.30443608405,1150.42040234162,1127.37113233913,1092.07329756633,1031.60928121201,1017.46999916703
"HAUS6",1982.555947389,1829.09338899795,2103.45743494056,1885.72589521093,1790.44712226259,1901.6850535227
"PLIN2",695.422473838924,669.023607699134,666.678910708507,621.557224683601,609.121185924388,590.306951781115
"DENND4C",2133.4931820571,2265.45974850684,2108.5857342537,1985.5045954915,1926.83284234331,1917.87490663063
"RPS6",26054.7298886895,27310.9589085257,26936.3921422803,23534.0422524164,23365.0273085643,25497.7732716594
"ACER2",79.6355962052562,78.267184875059,83.7622221146586,78.7244791204561,96.3929149442634,88.4215054355678
"MLLT3",137.047305097418,124.369773226121,108.54900212818,139.140939840806,118.952958867389,156.917037815233
"FOCAD",1199.16391960241,1229.75974043415,1191.47487375341,1206.49841256699,1170.04591437664,1093.43777144266
"PTPLAD2",30.5578450555053,28.9481368715972,38.4622448485677,41.1930414002387,23.5855004650857,33.6250795318356
"KLHL9",1226.01778343906,1153.63686199402,1148.73904614389,1053.6264589261,1173.12228400252,1005.01626600709
"MIR31HG",241.684774529906,212.286337058379,232.482902195787,273.704875081586,323.018810717478,302.625715786521
"IFNE",27.7798591413685,31.0924433065303,16.2396144916175,20.1388202401167,21.5345873811652,22.4167196878904
"MTAP",2293.69036977232,2379.1079895583,2389.78747992434,2088.9448994521,2053.98945354638,2012.52327864616
"CDKN2A",884.325516000229,947.78344424044,911.12784463496,735.982339684264,685.004970029446,784.585189076165
"CDKN2B-AS1",38.8918027979158,39.6696690462628,46.1546938182813,24.7158248401432,24.610957007046,34.8704528478296
"CDKN2B",268.538638366562,247.667393234776,214.533854599789,324.967326601883,307.636962588075,242.847796618813
"DMRTA1",27.7798591413685,21.4430643493312,25.6414965657118,31.1236312801803,17.4327612133242,24.9074663198783
"LOC101929563",12.0379389612597,10.7215321746656,8.54716552190394,12.8156128800743,15.3818481294037,16.1898531079209
"ELAVL2",1193.60794777413,1150.42040234162,1276.94652897245,1236.70664292717,1280.79522090835,1265.29928904982
"TUSC1",375.028098408474,376.325779330763,341.031904323967,335.036736721941,289.17874483279,349.949901794289
"CAAP1",943.589215501815,864.155493278049,767.535463866974,842.168846404879,859.332582162689,845.608481559867
"PLAA",1322.32129512914,1395.94348914146,1329.93895520825,1515.90392352878,1493.06472509412,1555.4712716764
"IFT74",418.549877729952,424.572674116758,375.220566411583,340.529142241973,366.087985479809,326.287808790405
"LRRC19",61.1156901110106,40.7418222637293,39.3169614007581,57.6702579603341,67.6801317693764,46.0788126917748
"MOB3B",331.506319086997,287.337062281039,289.748911192544,251.735253001459,278.924179413188,236.620930038843
"C9orf72",239.832783920481,261.605385061841,245.303650478643,199.557400561156,229.702265399096,239.111676670831
"LINGO2",20.3718967036702,16.0822982619984,24.7867800135214,10.0694101200583,12.305478503523,16.1898531079209
"ACO1",1421.40279273335,1517.09680271518,1448.74455596272,1645.89085416954,1615.09405358739,1662.57337685187
"DDX58",2061.26554828954,2125.00767701873,1583.7897712088,255.39685668148,262.516874741824,283.945116046612
"TOPORS",1363.99108384119,1274.79017556774,1271.81822965931,1269.66107604736,1332.06804800636,1411.0079670211
"TOPORS-AS1",21.2978920083825,20.3709111318647,12.8207482828559,16.4772165600955,18.4582177552845,24.9074663198783
"NDUFB6",732.462286027415,823.413671014319,805.997708715542,715.843519444148,731.150514417658,678.728457216682
"TAF1L",19.4459013989579,21.4430643493312,16.2396144916175,22.8850230001326,16.407304671364,17.4352264239148
"APTX",872.28757703897,794.465534142722,868.39201702544,731.405335084238,788.576080767432,743.487869648366
"DNAJA1",8793.25141354783,8074.38588074068,8180.49212101426,8028.06606844651,8154.4304216679,8737.53918501329
"SMU1",2670.57045879022,2432.71565043163,2596.62888555442,2450.5282628542,2472.37572266616,2419.76035297617
"B4GALT1",4948.51890838244,5294.29258784988,5226.59171664426,4648.40587178693,4798.111159832,4784.72428004861
"BAG1",516.705380029453,472.819568902754,547.018593401852,457.700460002652,465.557270049953,511.848432873498
"CHMP5",1639.93768464545,1538.53986706452,1548.74639256899,1625.75203392942,1716.61425124146,1744.76801570747
"NFX1",1783.46695687586,1803.36171177876,1811.99909064364,1853.68686301074,1638.67955405248,1843.15250767099
"AQP3",4396.62570677392,4780.7311966834,3966.73951871562,4036.00265630338,3965.44044776028,4120.94030262386
"NOL6",2486.29739315248,2604.26016522628,2579.53455451061,2547.56076037476,2580.04865957199,2353.7555672285
"SUGT1P1",45.3737699309018,39.6696690462628,44.4452607139005,51.262451520297,29.7382397168472,24.9074663198783
"ANKRD18B",375.954093713187,336.6561102845,365.818684337489,346.93694868201,398.902594822537,410.973194277991
"PTENP1-AS",36.113816883779,33.2367497414634,31.6245124310446,19.2234193201114,21.5345873811652,26.1528396358722
"UBE2R2",3692.86927519258,3704.28936634697,3827.42072070858,3462.04627946006,3465.01765528368,3421.04049903528
"UBAP2",1783.46695687586,1747.6097444705,1799.17834236078,1792.35500137038,1846.84723207041,1821.98116129909
"DCAF12",2351.10207866448,2331.93324798977,2376.96673164149,2279.34829081321,2236.5207180153,2133.32449029757
"UBAP1",1385.28897584957,1333.7586025284,1283.78426138997,1268.74567512735,1292.07524286991,1230.42883620199
"KIF24",609.304910500682,614.34379360834,622.233649994607,497.978100482885,542.466510696972,505.621566293529
"NUDT2",184.273065637744,191.915425926515,211.114988391027,164.772165600955,149.716655126196,146.954051287282
"KIAA1161",362.064164142502,423.500520899292,414.537527812341,382.637584562217,459.404530798192,397.274087802058
"FAM219A",201.866976427277,218.719256363179,231.628185643597,270.043271401565,221.498613063414,236.620930038843
"RPP25L",262.982666538288,255.172465757042,271.799863596545,209.626810681215,195.862199514408,207.977343770983
"DCTN3",601.896948062983,588.612116389142,589.754421011372,543.74814648315,561.950184994216,529.283659297413
"SIGMAR1",1942.73814928637,1871.97951769662,2038.49897697409,1716.37672500994,1610.99222741955,1621.47605742407
"GALT",212.052924779113,194.059732361448,214.533854599789,249.904451161448,234.829548108897,220.431076930923
"IL11RA",49.0777511497509,57.8962737431943,50.4282765792332,38.4468386402228,48.1964574721317,48.5695593237626
"LOC101929761",36.113816883779,38.5975158287962,31.6245124310446,29.2928294401697,25.6364135490062,37.3611994798174
"DNAJB5",175.939107895334,220.863562798112,199.148956660362,182.164783081055,171.251242507362,200.50510387502
"VCP",11103.609698805,11104.2908733012,11072.8529336266,10777.0150312224,10924.1885415025,10852.183075571
"FANCG",1109.34237504531,1194.37868425775,1186.34657444027,1173.5439794468,1165.9440882088,1054.83119864684
"PIGO",1076.00654407567,1110.75073329536,1057.28437505952,995.95620096577,1019.30380270849,990.071786215161
"STOML2",2640.93860903943,2614.98169740094,2702.61373802603,2536.5759493347,2398.54285164502,2428.47796618813
"FAM214B",64.8196713298597,73.9785720051927,57.2660089967564,89.7092901605198,82.0365233568199,79.7038922236104
"UNC13B",547.263225084959,533.932302298348,588.899704459182,564.802367643272,586.561142001262,627.668151260932
"ATP8B5P",9.25995304712282,15.0101450445319,4.27358276095197,10.0694101200583,15.3818481294037,32.3797062158417
"RUSC2",307.430441164478,357.027021416365,348.724353293681,334.121335801936,363.011615853928,339.986915266338
"TESK1",377.806084322611,395.624537245161,437.614874721482,424.746026882461,384.546203235093,379.838861378143
"RMRP",63.8936760251475,66.4734994829268,77.7792062493259,61.3318616403553,62.5528490595752,52.3056792717443
"ARHGEF39",326.876342563436,299.130747673171,356.416802263394,252.650653921464,316.866071465717,267.755262938691
"TPM2",4672.57230757818,4521.27011805649,4868.46548127648,4929.43395422856,4668.90363554501,5444.77213752539
"TLN1",7330.17883210243,7617.64861009992,7747.15082905373,7239.90587632195,7236.64681661348,7099.8732744813
"CREB3",904.6974127039,843.784582146184,841.895803907538,868.715473085033,901.376300383059,904.141027411581
"GBA2",1024.15080701178,1016.4012501583,1042.75419367228,1014.26421936588,994.692845701442,945.23834683938
"RGP1",660.234652259857,677.600833438867,638.473264486224,659.088662403819,630.655773305553,595.28844504509
"NPR2",92.5995304712282,102.92670887679,86.3263717712298,88.7938892405145,90.2401756925019,94.6483720155374
"HINT2",302.800464640916,316.285199152636,306.843242236352,347.852349602015,306.611506046114,292.662729258569
"TMEM8B",147.233253449253,139.379918270653,150.430113185509,113.509714080658,104.596567279945,104.611358543489
"RECK",96.3035116900773,92.2051767021243,93.164104188753,110.763511320642,94.3420018603429,92.1576253835495
"GLIPR2",59.2636995015861,70.7621123527931,87.1810883234202,80.5552809604667,86.1383495246609,83.4400121715921
"CLTA",2746.50207377663,2822.97942158946,2752.18729805307,2505.45231805452,2560.56498527474,2587.88575063535
"GNE",681.53254426824,651.869156219669,694.88455693079,657.257860563808,683.979513487486,640.121884420871
"LOC102724322",9.25995304712282,6.43291930479937,11.9660317306655,9.15400920005304,11.2800219615627,12.4537331599391
"RNF38",678.754558354103,800.898453447522,719.671336944312,652.680855963782,690.132252739248,691.182190376622
"MELK",3023.3746698856,3199.30520092022,3154.75879413474,2771.83398577606,2873.32923057262,3110.94254335279
"LOC100506710",1499.18639832918,1486.00435940865,1469.25775321529,1386.83239380804,1437.69007182827,1327.56795484951
"ZCCHC7",464.849642965566,487.829713947286,464.111087839384,409.184211242371,424.539008371543,412.218567593985
"GRHPR",1636.2337034266,1652.18810811597,1669.26142642784,1488.44189592862,1522.80296481097,1534.2999253045
"ZBTB5",769.502098215906,691.538825265932,730.782652122787,636.203639403686,599.892077046746,613.969044784999
"POLR1E",640.788750860899,612.199487173407,655.567595530032,594.095197083442,585.535685459302,623.93203131295
"FBXO10",204.644962341414,203.709111318647,189.747074586268,170.264571120986,192.785829888527,161.898531079209
"TOMM5",1764.0210554769,1766.90850238489,1801.74249201735,1741.09254985009,1554.59211761174,1595.3232177882
"TRMT10B",330.580323782285,266.966151149174,282.91117877502,278.281879681612,289.17874483279,286.4358626786
"EXOSC3",850.063689725875,838.423816058851,861.554284607917,740.559344284291,812.161581232517,798.284295552098
"DCAF10",1226.01778343906,1254.41926443588,1151.30319580046,1140.58954632661,1180.30047979625,1098.41926470663
"SLC25A51",462.997652356141,447.087891683556,393.169614007581,428.407630562482,485.040944347198,483.204846605638
"SHB",499.11146923992,491.046173599685,477.78655267443,526.35552900305,574.255663497739,549.209632353316
"ALDH1B1",1530.6702386894,1655.40456776837,1647.89351262308,1459.14906648845,1402.82454940162,1442.14229992095
"FAM95C",61.1156901110106,49.3190480034618,54.7018593401852,49.4316496802864,67.6801317693764,51.0603059557504
"ANKRD18A",247.240746358179,198.348345231314,223.081020121693,230.681031841337,232.778635024977,259.037649726734
"FAM201A",125.93536144087,109.359628181589,147.865963528938,93.370893840541,135.360263538753,113.328971755446
"CNTNAP3",246.314751053467,245.523086799843,243.594217374262,224.273225401299,243.033200444579,247.829289882789
"GLIDR",206.496952950839,183.338200186782,218.807437360741,193.149594121119,198.938569140288,199.259730559026
"KGFLP2",55.5597182827369,66.4734994829268,52.137709683614,55.8394561203235,62.5528490595752,47.3241860077687
"LOC100132352",237.980793311056,292.697828368371,241.884784269882,207.796008841204,193.811286430487,230.394063458874
"PGM5P2",14.8159248753965,15.0101450445319,23.0773469091406,17.3926174801008,26.6618700909665,22.4167196878904
"CBWD6",36.113816883779,41.8139754811959,28.205646222283,48.5162487602811,34.8655224266485,59.7779191677078
"CNTNAP3B",60.1896948062983,49.3190480034618,51.2829931314236,41.1930414002387,63.5783056015354,51.0603059557504
"LOC101930026",25.0018732272316,13.9379918270653,11.1113151784751,10.0694101200583,7.17819579372174,8.71761321195739
"LOC100126582",12.9639342659719,21.4430643493312,7.69244896971355,13.7310138000796,13.3309350454832,16.1898531079209
"LOC100132249",18.5199060942456,10.7215321746656,23.932063461331,15.5618156400902,20.509130839205,7.47223989596348
"PTGER4P2-CDK2AP2P2",27.7798591413685,15.0101450445319,14.5301813872367,21.054221160122,18.4582177552845,14.944479791927
"LOC642236",197.236999903716,142.596377923053,194.020657347219,141.887142600822,184.582177552845,176.843010871136
"LOC102724581",52.7817323686001,58.9684269606609,61.5395917577084,38.4468386402228,31.7891528007677,66.0047857476774
"CBWD5",304.652455250341,276.615530106373,298.296076714448,333.205934881931,327.120636885319,286.4358626786
"ZNF658",113.897422479611,141.524224705586,135.045215246082,118.086718680684,125.10569811915,144.463304655294
"FAM27E3",30.5578450555053,26.803830436664,21.3679138047599,20.1388202401167,27.6873266329267,32.3797062158417
"CBWD3",59.2636995015861,58.9684269606609,51.2829931314236,55.8394561203235,49.221914014092,56.0417992197261
"FAM122A",774.132074739468,739.785720051927,751.295849375356,727.743731404216,822.41614665212,763.413842704269
"FXN",777.836055958317,745.14648613926,745.312833510024,758.867362684397,742.43053637922,750.960109544329
"TJP2",5725.42896903604,5430.45604646813,5559.07645544632,5994.04522419473,5967.13161766669,5881.89817143925
"FAM189A2",50.0037464544632,35.3810561763965,47.8641269226621,55.8394561203235,56.4001098078137,63.5140391156895
"PTAR1",2758.54001273789,2662.15643896947,2499.19119860471,2563.12257601485,2604.65961657903,2635.20993664312
"SMC5-AS1",24.0758779225193,37.5253626113297,37.6075282963773,24.7158248401432,38.9673485944895,17.4352264239148
"SMC5",5396.70063586318,5255.69507202109,5193.25777110883,5300.17132683071,5456.45425977048,5551.87424270086
"KLF9",28.7058544460807,12.8658386095987,22.2226303569502,28.3774285201644,25.6364135490062,29.8889595838539
"TMEM2",534.299290818987,488.901867164752,495.735600270429,816.537620644731,856.256212536808,815.719521976013
"ABHD17B",843.581722592889,873.804872235248,771.809046627926,832.099436284821,844.976190575245,815.719521976013
"C9orf85",261.130675928864,349.521948894099,226.499886330454,293.843695321703,290.20420137475,305.116462418509
"GDA",2427.03369365089,2360.88138486137,2205.16870465122,2596.99241005505,2564.66681144258,2605.32097705927
"RP11-63P12.6",16.6679154848211,28.9481368715972,25.6414965657118,18.3080184001061,22.5600439231255,29.8889595838539
"ZFAND5",4005.85568818533,3983.04920288828,3742.80378204174,4305.13052678494,4307.94293277501,4097.27820961997
