"","WT_1","WT_2","WT_3","IrrKO_1","IrrKO_2","IrrKO_3"
"MAGEF1",1809.3948254078,1709.0122286417,1735.0746009465,1621.17502932939,1715.5887946995,1656.3465102719
"VPS8",853.767670944724,771.950316575924,812.835441133065,798.229602244625,806.008841980756,814.474148660019
"C3orf70",15.7419201801088,12.8658386095987,13.6754648350463,10.0694101200583,20.509130839205,16.1898531079209
"EHHADH",460.219666442004,500.695552556884,476.077119570049,485.162487602811,425.564464913503,470.751113445699
"MAP3K13",1284.35548763594,1257.63572408828,1291.47671035969,1256.84546316728,1263.36245969503,1382.36438075324
"TMEM41A",693.570483229499,689.394518830999,715.39775418336,681.973685403951,702.437731242771,665.029350740749
"LIPH",32.4098356649299,43.958281916129,49.5735600270429,56.7548570403288,56.4001098078137,48.5695593237626
"SENP2",1313.98733738673,1384.14980374933,1411.99174421853,1428.94083612828,1509.47202976549,1465.80439292484
"IGF2BP2",568.561117093341,670.095760916601,672.66192657384,600.503003523479,505.550075186403,550.455005669309
"TRA2B",6691.24207185095,6519.76371541416,6365.07416416187,6332.74356459669,6447.04527930409,6416.16332400064
"LOC344887",27.7798591413685,36.4532093938631,24.7867800135214,24.7158248401432,18.4582177552845,17.4352264239148
"ETV5",359.286178228365,387.047311505429,379.494149172535,497.06269956288,440.946313042907,415.954687541967
"CRYGS",12.9639342659719,15.0101450445319,5.12829931314236,11.9002119600689,18.4582177552845,16.1898531079209
"TBCCD1",497.259478630495,468.530956032887,484.624285091953,520.863123483018,450.175421920549,520.566046085455
"DNAJB11",3159.49597967831,2899.10230002958,3045.35507545437,3354.94437181944,3321.45373940925,3399.86915266338
"EIF4A2",15103.909415162,14244.6276472607,13527.5988715174,12627.0402905532,12589.529965646,12676.654983502
"SNORD2",18.5199060942456,16.0822982619984,17.0943310438079,19.2234193201114,9.22910887764224,34.8704528478296
"SNORA81",25.9278685319439,21.4430643493312,32.479228983235,30.208230360175,21.5345873811652,18.6805997399087
"SNORA63",17.5939107895334,15.0101450445319,14.5301813872367,14.6464147200849,14.3563915874435,17.4352264239148
"RFC4",1692.71941701405,1758.33127664516,1767.55382992974,1558.01236584903,1547.41392181802,1579.13336468028
"ST6GAL1",175.013112590621,180.121740534382,164.105578020556,165.68756652096,142.538459332475,122.046584967403
"RPL39L",321.320370735162,310.924433065303,316.245124310446,297.505299001724,310.713332213955,326.287808790405
"RTP4",46.2997652356141,35.3810561763965,34.1886620876158,3.66160368002121,6.15273925176149,9.9629865279513
"BCL6",367.620135970776,313.068739500236,292.313060849115,311.236312801803,317.891528007677,245.338543250801
"LPP-AS2",37.9658074932036,26.803830436664,18.8037641481887,26.5466266801538,36.916435510569,29.8889595838539
"LPP",6815.3254426824,6982.93390535972,6638.58346086279,6569.83240287806,6682.90028395494,6769.84934574291
"TPRG1",18.5199060942456,9.64937895719905,15.3848979394271,13.7310138000796,19.4836742972447,16.1898531079209
"TP63",10749.8794924049,10874.8500847633,10558.3135692079,7907.23314700581,8299.0197940843,7813.47218454581
"LEPREL1",1322.32129512914,1436.68531140519,1387.20496420501,1694.40710292982,1581.2539877027,1678.76322995979
"CLDN1",2977.07490464999,2832.62880054666,2798.34199187135,2639.10085237529,2910.24566608319,2955.27087885355
"CLDN16",25.0018732272316,26.803830436664,21.3679138047599,30.208230360175,35.8909789686087,31.1343328998478
"IL1RAP",2038.11566567173,1894.49473526341,1676.95387539755,1547.02755480896,1617.14496667131,1594.07784447221
"CCDC50",1556.59810722135,1509.59173019292,1627.38031537051,1497.59590512868,1505.37020359765,1621.47605742407
"FGF12",224.090863740372,201.564804883714,206.841405630075,234.342635521358,205.09130839205,221.676450246916
"MB21D2",189.829037466018,221.935716015578,236.756484956739,186.741787681082,191.760373346567,220.431076930923
"HRASLS",20.3718967036702,37.5253626113297,36.7528117441869,35.7006358802068,28.712783174887,31.1343328998478
"OPA1",5643.94138222136,5749.95770527317,5753.09711279354,5318.47934523081,5420.56328080188,5784.75905279172
"LOC100505902",38.8918027979158,43.958281916129,42.7358276095197,27.4620276001591,35.8909789686087,43.5880660597869
"HES1",1128.78827644427,1148.27609590669,1099.16548611685,978.56358348567,934.190909725787,1013.73387921904
"LINC00887",14.8159248753965,21.4430643493312,22.2226303569502,20.1388202401167,18.4582177552845,4.98149326397565
"ATP13A3",8576.56851224516,9059.69468759245,8950.59173453781,8855.58850013131,9035.29759121175,8647.87230626173
"LOC100507033",387.066037369734,332.367497414634,370.092267098441,380.806782722206,319.942441091598,348.704528478296
"TMEM44-AS1",33.3358309696422,41.8139754811959,27.3509296700926,34.7852349602015,31.7891528007677,37.3611994798174
"TMEM44",350.952220485955,315.213045935169,346.16020363711,277.366478761607,308.662419130035,320.060942210436
"LSG1",1921.44025727799,1744.3932848181,1994.05371626019,1767.63917653024,1953.49471243427,1881.7590804668
"FAM43A",72.227633767558,58.9684269606609,53.8471427879948,101.609502120589,83.0619798987802,80.9492655396043
"XXYLT1",381.51006554146,373.109319678363,369.23755054625,377.145179042185,387.622572860974,397.274087802058
"ACAP2",2519.63322412212,2503.47776278442,2324.82902195787,2632.69304593525,2738.99442357583,2690.00636254685
"PPP1R2",1470.4805438831,1597.50829402518,1504.30113185509,1693.49170200981,1686.87601152461,1804.54593487518
"APOD",13.8899295706842,12.8658386095987,5.12829931314236,17.3926174801008,16.407304671364,29.8889595838539
"LOC101929697",32.4098356649299,20.3709111318647,15.3848979394271,16.4772165600955,18.4582177552845,19.9259730559026
"TNK2",977.85104177617,1039.98862094256,1021.38627986752,958.424763245553,931.114540099906,877.988187775708
"SDHAP1",210.200934169688,242.306627147443,230.773469091406,233.427234601352,213.294960727732,224.167196878904
"TFRC",17447.6035313888,17683.023015676,17874.6872559577,16884.5699694978,16942.5929862672,16359.223878896
"SLC51A",26.8538638366562,22.5152175667978,26.4962131179022,21.9696220801273,26.6618700909665,32.3797062158417
"PCYT1A",1098.23043138877,1141.84317660189,1051.30135919418,1080.17308560626,1073.65299943238,1189.33151677419
"TCTEX1D2",83.3395774241054,102.92670887679,76.0697731449451,52.1778524403023,69.7310448532969,89.6668787515617
"UBXN7",2403.88381103308,2337.2940140771,2323.11958885349,2379.12699109378,2441.61202640735,2367.45467370443
"RNF168",1082.48851120866,1064.6481449443,1088.90888749056,1000.5332055658,1115.69671765275,1118.34523776253
"WDR53",381.51006554146,337.728263501967,355.562085711204,364.329566162111,400.953507906457,361.158261638235
"FBXO45",1568.63604618261,1606.08551976491,1578.66147189566,1655.04486336959,1572.02487882506,1602.79545768417
"CEP19",139.825291011555,123.297620008655,130.77163248513,140.971741680817,150.742111668157,165.63465102719
"PIGX",980.629027690307,1009.9683308535,1053.01079229857,1059.11886444614,1052.11841205122,1011.24313258706
"PAK2",7093.12403409608,6713.82344777561,6709.52493469459,7128.2269640813,7411.99988528868,7363.89241747201
"SENP5",1794.5789005324,1762.61988951503,1763.28024716878,1825.30943449058,1952.46925589231,1693.70770975172
"NCBP2",2563.1550034436,2528.13728678615,2387.22333026777,2182.31579329264,2257.02984885451,2465.83916566795
"NCBP2-AS2",294.466506898506,279.831989758773,327.356439488921,305.743907281771,243.033200444579,210.468090402971
"PIGZ",88.8955492523791,109.359628181589,101.711269710657,105.27110580061,96.3929149442634,132.009571495355
"MFI2",1001.00092439398,1049.63799989976,994.890066749619,871.461675845049,838.823451323484,875.497441143721
"MFI2-AS1",57.4117088921615,58.9684269606609,54.7018593401852,35.7006358802068,47.1710009301715,56.0417992197261
"DLG1",5931.92592198688,5536.59921499732,5688.99337137926,5545.49877339213,5788.70217936561,5629.08738829249
"DLG1-AS1",45.3737699309018,40.7418222637293,35.8980951919966,30.208230360175,41.01826167841,49.8149326397565
"LOC102723589",4.62997652356141,3.21645965239968,4.27358276095197,10.0694101200583,14.3563915874435,12.4537331599391
"LOC220729",331.506319086997,354.882714981432,323.082856727969,270.95867232157,271.745983619466,287.681235994594
"KIAA0226",991.740971346854,967.082202154839,917.965577052483,1023.41822856593,1002.89649803712,1019.96074579901
"FYTTD1",4441.0734814001,4341.14837752211,4450.50908725538,4761.00018494758,4838.10396496846,4909.261611648
"LRCH3",973.221065252608,969.226508589772,935.059908096291,945.609150365479,947.52184477127,936.520733627422
"IQCG",1248.24167075216,1249.05849834854,1297.45972622502,1162.55916840674,1205.93689334525,1217.97510304205
"RPL35A",9916.48371816383,10538.1939744788,10513.0135919418,10158.2040092989,9812.59365001762,10043.9357934909
"LMLN",474.109596012688,477.10818177262,442.743174034624,408.268810322365,436.844486875066,495.658579765577
"ZNF595",270.390628975986,271.25476401904,273.509296700926,221.527022641284,277.898722871228,270.246009570679
"ZNF718",662.086642869282,530.715842645948,558.984625132518,650.850054123771,623.477577511831,641.367257736865
"ZNF876P",14.8159248753965,11.7936853921322,17.0943310438079,21.054221160122,8.20365233568199,18.6805997399087
"ZNF141",329.654328477572,306.635820195437,317.954557414827,320.390322001856,305.586049504154,321.30631552643
"ABCA11P",84.2655727288177,90.0608702671912,61.5395917577084,84.2168846404879,103.571110737985,105.856731859483
"ZNF721",1010.2608774411,963.865742502439,1035.06174470257,1014.26421936588,987.51464990772,1153.21569061036
"PIGG",911.179379836886,871.660565800315,909.418411530579,852.238256524938,907.52903963482,909.122520675556
"ATP5I",325.024351954011,428.861286986625,365.818684337489,342.359944081984,366.087985479809,500.640073029553
"MYL5",25.0018732272316,10.7215321746656,14.5301813872367,21.054221160122,14.3563915874435,18.6805997399087
"PCGF3",1240.83370831446,1234.04835330401,1159.85036132236,1150.65895644667,1134.15493540804,1216.72972972605
"LOC100129917",114.823417784323,81.4836445274587,89.7452379799914,63.162663480366,90.2401756925019,67.2501590636713
"CPLX1",93.5255257759405,102.92670887679,109.40371868037,100.694101200583,94.3420018603429,115.819718387434
"GAK",1407.51286316267,1390.58272305413,1457.29172148462,1420.70222784823,1394.62089706594,1454.59603308089
"TMEM175",179.643089114183,198.348345231314,202.567822869123,175.756976641018,172.276699049322,204.241223823002
"DGKQ",234.276812092207,241.234473929976,286.330044983782,287.435888881665,268.669613993585,278.963622782636
"SLC26A1",70.3756431581334,69.6899591353265,83.7622221146586,88.7938892405145,90.2401756925019,84.6853854875861
"IDUA",83.3395774241054,73.9785720051927,58.9754421011372,78.7244791204561,81.0110668148597,58.5325458517139
"FGFRL1",267.612643061849,305.56366697797,316.245124310446,367.075768922127,358.909789686087,343.72303521432
"CTBP1-AS",26.8538638366562,24.6595240017309,26.4962131179022,27.4620276001591,32.814609342728,42.342692743793
"CTBP1",2305.72830873358,2275.10912746404,2328.24788816663,2396.51960857389,2188.32426054317,2154.49583666947
"LOC101928588",23.1498826178071,26.803830436664,18.8037641481887,53.0932533603076,37.9418920525292,31.1343328998478
"CTBP1-AS2",439.847769738334,468.530956032887,462.401654735003,451.292653562615,434.793573791146,439.616780545851
"MAEA",1357.50911670821,1448.47899679732,1459.85587114119,1553.435361249,1568.94850919918,1505.65633903664
"LOC101928621",16.6679154848211,16.0822982619984,15.3848979394271,17.3926174801008,12.305478503523,24.9074663198783
"UVSSA",385.214046760309,428.861286986625,379.494149172535,520.863123483018,429.666291081344,465.769620181723
"CRIPAK",188.903042161306,218.719256363179,239.32063461331,278.281879681612,243.033200444579,275.227502834655
"FAM53A",25.9278685319439,27.8759836541306,35.0433786398062,39.3622395602281,32.814609342728,39.8519461118052
"SLBP",2663.16249635252,2898.03014681212,2936.80607332619,2744.3719581759,2802.57272917736,2621.51083016719
"TMEM129",872.28757703897,818.052904926986,841.041087355348,701.197104724063,672.699491525923,716.0896566965
"TACC3",3318.76717208882,3028.83283934304,3224.84555141436,2986.95320197731,2862.04920861106,2941.57177237762
"FGFR3",1587.15595227685,1541.75632671692,1321.39178968635,1235.79124200716,1293.10069941187,1229.18346288599
"LETM1",2095.52737456389,2134.65705597592,2231.66491776912,2235.40904665295,2264.20804464823,2042.41223823002
"WHSC1",11040.6420180845,10744.0473922324,11239.5226613037,9521.08496897516,9661.85153834947,9502.19840103355
"SCARNA22",11.1119436565474,16.0822982619984,20.5131972525695,10.0694101200583,9.22910887764224,19.9259730559026
"NELFA",865.805609905984,905.969468759245,917.110860500293,826.607030764789,786.525167683511,750.960109544329
"C4orf48",71.3016384628457,93.2773299195909,109.40371868037,103.440303960599,89.2147191505417,115.819718387434
"NAT8L",442.625755652471,538.220915168214,527.360112701473,460.446662762668,472.735465843675,382.329608010131
"HAUS3",582.451046664025,496.406939687018,545.309160297471,565.717768563278,528.110119109528,544.22813908934
"MXD4",497.259478630495,463.170189945555,411.11866160358,563.886966723267,555.797445742455,617.705164732981
"LOC102723755",12.9639342659719,12.8658386095987,8.54716552190394,13.7310138000796,9.22910887764224,18.6805997399087
"ZFYVE28",92.5995304712282,88.9887170497246,75.2150565927547,92.4554929205357,77.9346971889789,90.9122520675556
"RNF4",2857.6215103421,2999.88470247144,3145.35691206065,2910.97492561687,2861.02375206909,2844.4326537301
"FAM193A",938.959238978254,1000.3189518963,1043.60891022447,1005.11021016582,969.056432152435,1038.64134553892
"TNIP2",572.26509831219,640.075470827537,633.344965173082,615.149418243564,611.172099008308,660.047857476774
"SH3BP2",582.451046664025,602.550108216208,564.11292444566,541.91734464314,529.135575651488,523.056792717443
"ADD1",4561.4528710127,4645.63989128261,4700.08632049498,4514.75733746616,4475.09234911453,4488.32543084206
"MFSD10",662.086642869282,811.619985622187,750.441132823166,742.390146124301,657.31764339652,679.973830532676
"NOP14-AS1",157.419201801088,126.514079661054,129.91691593294,143.717944440833,136.385720080713,156.917037815233
"NOP14",1413.99483029565,1374.50042479213,1468.4030366631,1392.32479932807,1370.00994005889,1349.9846745374
"GRK4",16.6679154848211,13.9379918270653,9.40188207409433,11.9002119600689,19.4836742972447,16.1898531079209
"HTT",3652.12548178524,3777.1957851347,3653.91326061393,3695.47351406141,3740.86546507099,3671.36053555005
"RGS12",538.003272037836,473.89172212022,498.299749927,409.184211242371,437.869943417026,503.130819661541
"DOK7",64.8196713298597,83.6279509623918,70.0867572796123,116.255916840674,95.3674584023032,113.328971755446
"LRPAP1",1680.68147805279,1637.17796307144,1582.93505465661,1679.76068820973,1583.30490078662,1590.34172452423
"ADRA2C",112.045431870186,136.163458618253,136.754648350463,142.802543520827,99.4692845701442,104.611358543489
"FAM86EP",83.3395774241054,84.7001041798584,75.2150565927547,82.3860828004773,71.7819579372174,63.5140391156895
"TMEM128",386.140042065022,417.067601594492,411.97337815577,386.299188242238,499.397335934641,465.769620181723
"LYAR",1881.62245917536,1770.12496203729,1859.00850101411,1670.60667900968,1743.27612133242,1880.51370715081
"ZBTB49",86.1175633382422,88.9887170497246,79.4886393537066,89.7092901605198,94.3420018603429,95.8937453315313
"NSG1",10.1859483518351,5.36076608733281,21.3679138047599,10.9848110400636,14.3563915874435,23.6620930038843
"STX18",741.722239074538,689.394518830999,770.099613523545,764.359768204429,708.590470494532,762.168469388275
"STX18-AS1",35.1878215790667,40.7418222637293,45.2999772660909,50.3470506002917,49.221914014092,48.5695593237626
"MSX1",134.269319183281,128.658386095987,117.096167650084,149.210349960865,157.920307461878,159.407784447221
"EVC2",37.0398121884913,32.1645965239968,38.4622448485677,56.7548570403288,34.8655224266485,29.8889595838539
"EVC",166.679154848211,165.11159548985,158.122562155223,146.464147200849,160.996677087759,195.523610611044
"CRMP1",25.0018732272316,26.803830436664,35.8980951919966,20.1388202401167,31.7891528007677,24.9074663198783
"WFS1",336.136295610558,343.0890295893,357.271518815585,385.383787322233,426.589921455464,384.820354642119
"PPP2R2C",31.4838403602176,39.6696690462628,35.0433786398062,35.7006358802068,36.916435510569,42.342692743793
"MAN2B2",822.283830584506,779.45538909819,743.603400405643,714.928118524142,720.895948998055,638.876511104877
"MRFAP1",7595.01348925014,7350.68245895075,7502.70189512728,7547.48058544373,7681.69495582423,7363.89241747201
"LOC93622",308.35643646919,354.882714981432,303.42437602759,347.852349602015,323.018810717478,351.195275110283
"S100P",22.2238873130948,19.2987579143981,23.0773469091406,8.23860828004773,14.3563915874435,8.71761321195739
"MRFAP1L1",1351.02714957522,1178.29638599575,1192.3295903056,1242.1990484472,1210.03871951309,1231.67420951798
"BLOC1S4",202.79297173199,231.585094972777,224.790453226074,182.164783081055,194.836742972447,201.750477191014
"KIAA0232",922.291323493433,987.453113286703,967.539137079526,943.778348525468,932.139996641866,948.974466787362
"TBC1D14",910.253384532173,909.185928411644,924.803309470006,952.932357725521,990.591019533601,887.95117430366
"CCDC96",16.6679154848211,10.7215321746656,17.9490475959983,17.3926174801008,32.814609342728,17.4352264239148
"TADA2B",720.424347066155,671.167914134068,778.646779045449,706.689510244094,772.168776096068,775.867575864208
"GRPEL1",1318.61731391029,1374.50042479213,1518.83131324233,1456.40286372844,1368.98448351693,1403.53572712514
"SORCS2",53.7077276733124,56.8241205257278,43.5905441617101,66.8242671603872,68.7055883113367,83.4400121715921
"AFAP1-AS1",4496.63319968284,4588.81577075688,4692.39387152526,5013.65083886905,5178.55553689926,5086.10462251914
"AFAP1",1101.0084173029,1125.76087833989,898.307096352104,731.405335084238,689.106796197287,626.422777944938
"ABLIM2",157.419201801088,142.596377923053,166.669727677127,182.164783081055,176.378525217163,136.99106475933
"SH3TC1",169.457140762348,158.678676185051,144.447097320177,198.641999641151,193.811286430487,176.843010871136
"HTRA3",87.0435586429545,92.2051767021243,88.890521427801,103.440303960599,109.723849989747,122.046584967403
"ACOX3",287.98453976552,274.47122367144,311.116824997303,308.490110041787,302.509679878273,267.755262938691
"TRMT44",217.608896607386,236.94586106011,201.713106316933,212.37301344123,184.582177552845,210.468090402971
"CPZ",75.9316149864071,96.4937895719905,119.660317306655,114.425115000663,137.411176622673,130.764198179361
"HMX1",38.8918027979158,52.5355076558615,52.137709683614,45.7700460002652,32.814609342728,46.0788126917748
"SLC2A9",325.024351954011,256.244618974508,237.61120150893,215.119216201246,237.905917734778,217.940330298935
"WDR1",11921.2635528659,11926.632391098,12283.9862880803,11971.6132318294,11908.6268217844,12127.4453511487
"ZNF518B",2131.64119144767,2043.52403249127,2098.32913562742,2041.34405161183,1961.69836476996,2120.87075713763
"HS3ST1",76.8576102911194,60.0405801781274,66.6678910708507,79.6398800404614,95.3674584023032,68.4955323796652
"RAB28",453.737699309018,414.923295159559,423.939409886435,426.576828722472,413.25898640998,422.181554121936
"NKX3-2",8.33395774241054,8.57722573973249,7.69244896971355,10.9848110400636,15.3818481294037,16.1898531079209
"BOD1L1",3578.97185271297,3570.27021416365,3531.68879365071,3697.30431590142,3880.32755477758,4037.50029045226
"CPEB2",206.496952950839,216.574949928245,207.696122182266,266.381667721543,271.745983619466,215.449583666947
"CC2D2A",595.414980929997,637.931164392604,609.412901711751,516.286118882991,535.28831490325,520.566046085455
"FBXL5",1046.37469432488,932.773299195909,991.471200540857,882.446486885113,869.587147582291,863.043707983781
"LOC102723602",190.75503277073,170.472361577183,208.550838734456,167.518368360971,173.302155591282,156.917037815233
"FAM200B",471.331610098552,487.829713947286,425.648842990816,482.416284842795,430.691747623305,520.566046085455
"FGFBP1",4369.77184293726,4898.66805060472,4548.80149075728,3522.46274018041,3545.00326555658,3310.20227391182
"TAPT1",705.608422190759,678.672986656333,667.533627260698,632.542035723665,691.157709281208,647.594124316835
"TAPT1-AS1",65.745666634572,84.7001041798584,58.9754421011372,64.0780644003713,63.5783056015354,64.7594124316835
"QDPR",416.697887120527,414.923295159559,449.580906452147,416.507418602413,426.589921455464,454.561260337778
"LAP3",2100.15735108746,2103.56461266939,2115.42346667123,1838.12504737065,1848.89814515433,1919.12027994662
"MED28",974.147060557321,889.887170497246,858.135418399156,898.008302525203,945.47093168735,870.515947879745
"FAM184B",41.6697887120527,35.3810561763965,33.3339455354254,54.0086542803129,43.0691747623305,51.0603059557504
"DCAF16",1332.50724348097,1430.25239210039,1413.70117732291,1354.79336160785,1295.15161249579,1291.45212868569
"NCAPG",2735.39013012008,2766.15530106373,2777.82879461878,2465.17467757428,2439.56111332343,2488.25588535584
"LCORL",240.758779225193,269.110457584107,193.165940795029,206.880607921199,231.753178483016,224.167196878904
"SLIT2",110.193441260762,102.92670887679,135.899931798273,202.303603321172,182.531264468924,204.241223823002
"PACRGL",644.492732079748,617.56025326074,665.824194156317,584.025786963384,602.968446672626,637.631137788883
"KCNIP4",78.709600900544,56.8241205257278,80.343355905897,61.3318616403553,81.0110668148597,57.28717253572
"GPR125",1046.37469432488,1100.02920112069,1060.70324126828,1201.92140796696,1123.90036998843,1196.80375667015
"DHX15",6525.48891230745,6432.91930479937,6212.93461787197,6318.09714987661,6176.32475222658,6225.62120665357
"CCDC149",114.823417784323,128.658386095987,118.805600754465,135.479336160785,108.698393447786,140.727184707312
"LGI2",39.8177981026281,62.1848866130606,33.3339455354254,24.7158248401432,47.1710009301715,29.8889595838539
"SEPSECS",530.595309600138,554.303213430212,517.103514075188,593.179796163437,520.931923315807,600.269938309066
"PI4K2B",1478.81450162551,1491.36512549599,1453.87285527586,1493.93430144866,1591.50855312231,1468.29513955682
"ZCCHC4",436.143788519485,432.077746639024,453.854489213099,438.47704068254,475.811835469556,398.519461118052
"ANAPC4",913.957365751022,942.422678153108,833.348638385634,930.962735645394,882.918082627774,993.807906163142
"SEL1L3",1022.29881640236,1071.0810642491,994.035350197428,693.87389736402,736.277797127459,767.14996265225
"SMIM20",304.652455250341,285.192755846105,288.894194640353,278.281879681612,238.931374276738,267.755262938691
"RBPJ",1693.64541231876,1650.04380168104,1730.80101818555,1735.60014433006,1825.31264468924,1732.31428254753
"TBC1D19",110.193441260762,151.173603662785,135.899931798273,103.440303960599,125.10569811915,123.291958283397
"STIM2",844.507717897601,810.547832404721,847.024103220681,834.845639044837,803.957928896835,753.450856176317
"PCDH7",396.325990416857,366.676400373564,412.82809470796,432.069234242503,414.284442951941,402.255581066034
"LOC101928667",13.8899295706842,17.154451479465,19.6584807003791,6.40780644003713,20.509130839205,12.4537331599391
"ARAP2",1082.48851120866,1086.09120929363,1135.91829786103,1127.77393344653,1213.11508913897,1175.63241029825
"RELL1",265.760652452425,265.893997931707,287.184761535972,289.266690721676,270.720527077506,242.847796618813
"PGM2",1614.93581141822,1611.44628585224,1567.55015671718,1589.13599712921,1592.53400966427,1585.36023126025
"TBC1D1",1932.55220093453,2175.39887823965,1931.65940795029,1515.90392352878,1640.7304671364,1420.97095354905
"KLF3",3433.59058987314,3350.47880458301,3197.49462174426,2560.37637325483,2624.14329087628,2555.50604441951
"TLR6",167.605150152923,142.596377923053,152.994262842081,163.856764680949,143.563915874435,148.199424603276
"FAM114A1",416.697887120527,441.727125596223,388.041314694439,393.622395602281,379.418920525292,376.102741430162
"TMEM156",194.459013989579,202.63695810118,196.584807003791,281.028082441628,234.829548108897,214.204210350953
"KLHL5",4334.58402135819,4164.24309664013,4167.59790848036,4438.77906110572,4583.79074256231,4545.61260337778
"WDR19",231.498826178071,215.502796710779,216.24328770417,186.741787681082,184.582177552845,184.315250767099
"RFC1",4393.84772085978,4356.15852256664,4490.68076520833,4333.50795530511,4446.37956593964,4656.45082850124
"RPL9",12259.2518390859,12774.7055861141,12809.6369676774,12091.5307523501,11968.1033012181,12487.358239471
"LIAS",389.844023283871,363.459940721164,423.084693334245,397.283999282302,403.004420990378,393.537967854076
"LOC401127",8.33395774241054,9.64937895719905,6.83773241752315,11.9002119600689,16.407304671364,14.944479791927
"UGDH",1592.71192410513,1633.96150341904,1597.46523604385,1431.6870388883,1487.93744238432,1266.54466236581
"UGDH-AS1",52.7817323686001,38.5975158287962,32.479228983235,54.0086542803129,31.7891528007677,44.8334393757809
"SMIM14",300.948474031492,285.192755846105,219.662153912931,258.143059441496,256.364135490062,232.884810090862
"UBE2K",5693.94512867582,5819.6476644085,5587.28210166861,5723.08655187316,5905.60422514907,5920.50474423506
"PDS5A",8780.28747928186,8675.86383573942,8495.88252877252,8572.72961584967,8655.87867068646,8813.50695728892
"N4BP2",1657.53159543498,1583.57030219811,1674.38972574098,1560.75856860904,1576.1267049929,1556.71664499239
"RBM47",3005.78075909607,2773.66037358599,2844.49668568963,2778.2417922161,2799.49635955148,2808.31682756627
"NSUN7",163.901168934074,168.32805514225,130.77163248513,146.464147200849,141.513002790514,120.80121165141
"APBB2",879.695539476668,969.226508589772,896.597663247723,957.509362325548,1024.43108541829,910.36789399155
"UCHL1",44.4477746261895,61.112733395594,41.8811110573293,71.4012717604137,42.0437182203702,41.0973194277991
"LIMCH1",302.800464640916,285.192755846105,340.177187771777,448.546450802599,421.462638745662,428.408420701906
"TMEM33",3990.11376800522,3890.84402618615,3800.92450759068,3931.64695142278,4036.19694915554,3916.69907880086
"SLC30A9",3303.02525190871,3201.44950735515,3341.94171906444,3200.24161633854,3267.10454268535,3536.86021742271
"BEND4",248.166741662892,272.326917236507,250.431949791785,183.995584921066,216.371330353613,232.884810090862
"SHISA3",33.3358309696422,35.3810561763965,35.0433786398062,24.7158248401432,45.120087846251,36.1158261638235
"ATP8A1",49.0777511497509,67.5456527003934,38.4622448485677,32.9544331201909,31.7891528007677,42.342692743793
"KCTD8",25.9278685319439,28.9481368715972,35.8980951919966,39.3622395602281,22.5600439231255,32.3797062158417
"GUF1",2346.47210214092,2458.44732765083,2425.68557511634,2708.67132229569,2609.78689928883,2787.14548119438
"GNPDA2",685.236525487089,737.641413616994,664.114761051936,654.511657803792,708.590470494532,711.108163432524
"COMMD8",963.961112205486,922.051767021243,898.307096352104,904.41610896524,924.961800848145,889.196547619654
"ATP10D",1444.55267535116,1358.41812653013,1286.34841104654,1063.69586904616,1214.14054568093,1237.90107609795
"NFXL1",898.215445570914,875.949178670181,814.544874237446,858.646062964975,932.139996641866,844.363108243873
"CNGA1",32.4098356649299,30.0202900890637,39.3169614007581,23.8004239201379,21.5345873811652,21.1713463718965
"NIPAL1",575.969079531039,525.355076558615,505.992198896713,503.470506002917,561.950184994216,560.417992197261
"TXK",1.85199060942456,7.50507252226593,12.8207482828559,11.9002119600689,13.3309350454832,12.4537331599391
"TEC",154.641215886951,169.400208359717,161.541428363984,186.741787681082,170.225785965401,198.014357243032
"SLAIN2",2091.82339334505,2030.65819388167,1953.02732175505,1975.43518537145,1959.64745168604,2059.84746465393
"FRYL",3430.81260395901,3681.77414878017,3437.66997290976,3283.54310005902,3355.29380529393,3495.76289799491
"OCIAD1",3932.70205911306,4088.1202182,3769.29999515964,3921.57754130272,3926.47309916579,4083.57910314404
"OCIAD2",808.393901013822,881.309944757514,843.605237011919,927.301131965373,867.536234498371,849.344601507848
"DCUN1D4",1731.61121981197,1801.21740534382,1723.96328576802,1717.29212592995,1731.99609937086,1753.48562891943
"SGCB",1705.68335128002,1581.42599576318,1637.6369139968,1722.78453144998,1782.24346992691,1722.35129601958
"SPATA18",58.3377041968738,56.8241205257278,64.1037414142796,33.8698340401962,53.3237401819329,48.5695593237626
"USP46",1395.47492420141,1385.2219569668,1400.02571248787,1383.17079012801,1467.42831154512,1455.84140639688
"USP46-AS1",26.8538638366562,18.2266046969315,18.8037641481887,6.40780644003713,18.4582177552845,11.2083598439452
"DANCR",845.433713202313,920.979613803776,1015.40326400219,1048.13405340607,1002.89649803712,973.88193310724
"ERVMER34-1",48.1517558450387,57.8962737431943,56.411292444566,42.108442320244,63.5783056015354,52.3056792717443
"SCFD2",472.257605403264,487.829713947286,447.871473347766,442.138644362562,453.25179154643,459.542753601754
"FIP1L1",1672.34752031038,1637.17796307144,1650.45766227965,1612.02102012934,1593.55946620623,1849.37937425096
"LNX1",168.531145457635,144.740684357986,155.558412498652,194.064995041124,170.225785965401,159.407784447221
"CHIC2",202.79297173199,243.378780364909,225.645169778264,276.451077841602,243.033200444579,234.130183406856
"SRD5A3",243.53676513933,219.791409580645,241.030067717691,199.557400561156,213.294960727732,200.50510387502
